city,years,area,rooms,price,avg_heat_per_m,created_at,updated_at,url
Vilnius,2008,76,3,83950,"32,68",2019-11-21,2019-11-29,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-giruliu-g-parduodamas-3-k-butas-giruliu-g-1-2817807/
Klaipėda,2018,72,3,189000,,2019-11-26,2019-11-26,https://www.aruodas.lt/butai-klaipedoje-centre-j-zauerveino-g-1-2819905/
Palanga,1980,66,3,69500,,2019-11-26,2019-11-26,https://www.aruodas.lt/butai-palangoje-sodu-g-3-kambariu-erdvus-butas-palangoje-sodu-g-1-2819895/
Vilnius,1997,154,5,180000,"92,40",2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-neuzmirstuoliu-g-parduodamas-tvarkingas-erdvus-gero-1-2633685/
Vilnius,2016,88,3,138000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-antakalnyje-kalno-g-parduodamas-jaukiai-ir-moderniai-irengtas-1-2781713/
Kaunas,1940,53,3,49500,,2019-11-25,2019-11-27,https://www.aruodas.lt/butai-kaune-zaliakalnyje-ausros-g-geroje-vietoje-3-k-butas-su-kiemeliu-1-2819863/
Kaunas,1985,50,2,46500,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-kaune-silainiuose-vetrunges-g-parduodamas-2-kamb-butas-silainiuose-1-2819853/
Kaunas,1995,69,3,68400,"42,09",2019-11-25,2019-11-26,https://www.aruodas.lt/butai-kaune-dainavoje-savanoriu-pr-parduodamas-irengtas-3-kambariu-butas-salia-1-2819843/
Vilnius,2000,81,3,109900,,2019-11-25,2019-12-01,https://www.aruodas.lt/butai-vilniuje-baltupiuose-ateities-g-parduodamas-3-kambariu-butas-per-du-aukstus-1-2819837/
Vilnius,2000,81,3,109900,,2019-11-25,2019-12-01,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-ateities-g-parduodamas-3-kambariu-butas-per-du-aukstus-1-2819835/
Vilnius,2000,81,3,109900,,2019-11-25,2019-12-01,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-ateities-g-parduodamas-3-kambariu-butas-per-du-aukstus-1-2819831/
Kaunas,1996,105,3,79500,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-kaune-silainiuose-priekules-g-parduodamas-jaukus-triju-kambariu-butas-1-2819825/
Kretingos m.,1988,78,3,56000,,2019-11-23,2019-11-23,https://www.aruodas.lt/butai-kretingoje-savanoriu-g-parduodamas-3-kambariu-su-holu-ir-dviem-1-2818741/
Kaunas,1989,92,4,70900,"49,68",2019-11-25,2019-12-03,https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-parduodamas-tvarkingas-ir-erdvus-4kambariu-1-2819791/
Vilnius,2009,58,2,106000,,2019-11-25,2019-12-03,https://www.aruodas.lt/butai-vilniuje-vilkpedeje-vilkpedes-g-butai-vilkpedeje-2-kambariu-jaukus-ir-sviesus-1-2819747/
Vilnius,1988,"67,34",3,80000,"61,95",2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-fabijoniskiu-g-parduodamas-erdvus-3-kambariu-butas-1-2819731/
Vilnius,2002,"74,34",3,99500,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-bukciu-g-parduodamas-3-kambariu-butas-prie-misko-1-2819729/
Vilnius,2002,"74,34",3,99500,,2019-11-20,2019-11-20,https://www.aruodas.lt/butai-vilniuje-lazdynuose-jonazoliu-g-parduodamas-3-kambariu-butas-prie-misko-1-2817343/
Klaipėda,1989,70,3,82000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-kretingos-g-3-kamb-butas-misko-rajone-122-a-70-kv-m-1-2819723/
Vilnius,1965,"44,43",2,75000,,2019-11-25,2019-11-26,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-parduodamas-suremontuotas-butas-renovuotame-1-2819721/
Klaipėda,1981,76,3,68000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-laukininkuose-laukininku-g-3-kamb-butas-su-holu-laukininku-g-98-a-1-2819713/
Klaipėda,1987,76,3,66500,,2019-10-18,2019-11-29,https://www.aruodas.lt/butai-klaipedoje-laukininkuose-laukininku-g-klaipedoje-laukininku-g-parduodamas-3-1-2801325/
Vilnius,1989,67,3,72000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-s-staneviciaus-g--funkcionalus-buto-suplanavimas-du-1-2819705/
Šiauliai,1960,"80,37",3,76500,"61,08",2019-11-25,2019-11-25,https://www.aruodas.lt/butai-siauliuose-centre-varpo-g-murinis-namas-3-aukstas-is-4-rusys-439-kv-1-2819701/
Klaipėda,1975,49,2,55000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-statybininku-pr-klaipedoje-statybininku-pr-parduodamas-1-2819699/
Klaipėda,1978,47,2,55000,,2019-10-02,2019-10-02,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-statybininku-pr-parduodamas-2-ju-kambariu-butas-statybininku-1-2792907/
Vilnius,1985,36,1,55000,"28,08",2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-s-staneviciaus-g--jaukus-tvarkingas-butas-paruostas-1-2819695/
Vilnius,1989,35,1,55000,"27,30",2019-10-22,2019-11-09,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-s-staneviciaus-g-nekilnojamo-turto-brokeriams-neskambinti-1-2803251/
Klaipėda,2005,"91,67",3,95000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-centre-kretingos-g-parduodamas-butas-klaipedos-mieste-netoli-1-2791803/
Vilnius,2007,135,3,600000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-antano-tumeno-g-parduodamas-apartamentas-atumeno-g-1-2819675/
Vilnius,1991,82,4,115000,"67,24",2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-bitininku-g-greta-misko-ir-individualiu-namu-kvartalo-1-2788627/
Vilnius,1991,82,3,115000,"67,24",2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-bitininku-g-greta-misko-ir-individualiu-namu-kvartalo-1-2819659/
Klaipėda,1987,48,2,70000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-centre-medziotoju-g-parduodamas-raudonu-plytu-2-ju-kambariu-1-2819671/
Klaipėda,1987,"48,4",2,70000,,2019-09-17,2019-11-11,https://www.aruodas.lt/butai-klaipedoje-sportininkuose-medziotoju-g-parduodamas-butas-su-baldais-jei-reikia-1-2785415/
Klaipėda,1987,48,2,70000,,2019-11-07,2019-11-14,https://www.aruodas.lt/butai-klaipedoje-centre-medziotoju-g-parduodamas-2-ju-kambariu-butas-miesto-centre-1-2810891/
Klaipėda,1991,48,2,73000,,2019-10-17,2019-10-17,https://www.aruodas.lt/butai-klaipedoje-centre-medziotoju-g-parduodamas-2-ju-kambariu-butas-su-baldais-1-2800885/
Klaipėda,1975,78,4,51000,,2019-11-22,2019-11-28,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-siauliu-g-parduodamas-4-u-kambariu-butas-siauliu-g-4-1-2818405/
Klaipėda,1975,78,4,52950,,2019-11-13,2019-11-13,https://www.aruodas.lt/butai-klaipedoje-vingio-mikrorajone-siauliu-g-klaipedoje-siauliu-g-parduodamas-4-iu-1-2813677/
Klaipėda,2017,57,3,115000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-tauralaukyje-tauralaukio-g-klaipedoje-tauralaukio-g-parduodamas-3-1-2819655/
Klaipėda,2017,57,3,114000,,2019-10-08,2019-11-08,https://www.aruodas.lt/butai-klaipedoje-tauralaukyje-tauralaukio-g-parduodamas-naujos-statybos-3-kambariu-57-m2-1-2796243/
Vilnius,2018,117,3,699000,"85,41",2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-gedimino-pr-parduodami-isskirtinai-ir-prabangiai-irengti-1-2819645/
Vilnius,2000,72,3,120000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-santariskese-mykolo-marcinkeviciaus-g--erdvus-ir-sviesus-butas-per-du-aukstus-1-2819641/
Klaipėda,2009,65,2,90000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-centre-kuosu-g-parduodamas-naujos-statybos-irengtas-2-ju-1-2819639/
Vilnius,1996,87,4,103000,"61,77",2019-11-25,2019-11-27,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-pasilaiciu-g-parduodamas-jaukus-87-m-4-k-butaskotedzas-1-2819623/
Klaipėda,1930,45,2,66900,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-centre-galinio-pylimo-g-1-2819597/
Klaipėda,1930,45,2,66900,,2019-11-27,2019-12-02,https://www.aruodas.lt/butai-klaipedoje-centre-galinio-pylimo-g-parduodamas-stilingas-butas-senamiestyje-1-2820855/
Klaipėda,2007,56,2,86000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-mazajame-kaimelyje-zolynu-g-parduodamas-graziai-ir-skoningai-irengtas-1-2819595/
Klaipėda,2007,56,2,86000,,2019-11-08,2019-12-02,https://www.aruodas.lt/butai-klaipedoje-mazajame-kaimelyje-zolynu-g-grazioje-vietoje-zolynu-gatveje-parduodamas-1-2811419/
Vilnius,2016,72,2,114000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-karoliniskese-sausio-13-osios-g-parduodamas-erdvus-2-kambariu-butas-sausio-13-1-2798525/
Vilnius,2016,72,2,114000,,2019-11-27,2019-12-02,https://www.aruodas.lt/butai-vilniuje-karoliniskese-sausio-13-osios-g-parduodamas-72-m-dvieju-kambariu-butas-1-2820699/
Vilnius,2015,42,1,98000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-visoriuose-bajoru-sodu-2-oji-g-parduodamas-1-kambario-butas-visoriuose-1-2808799/
Vilnius,2015,42,1,98000,,2019-10-01,2019-11-14,https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-sodu-2-oji-g-vilniujemazaauksciu-namu-kvartalelyje-salia-1-2512899/
Klaipėda,1936,54,2,79000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-centre-j-janonio-g-parduodamas-jaukus-dvieju-kambariu-butas-1-2819593/
Klaipėda,2015,74,4,92000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodamas-suremontuotas-4-kambariu-butas-1-2819591/
Klaipėda,2009,86,3,112000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-centre-kuosu-g-buta-sudaro-2-miegamieji-didele-virtuves-1-2819583/
Palanga,2012,47,2,73000,,2019-11-25,2019-11-28,https://www.aruodas.lt/butai-palangoje-vasaros-g-parduodamas-2-kambariu-butas-vasaros-g-1-2819581/
Palanga,2012,47,2,73000,,2019-09-03,2019-11-27,https://www.aruodas.lt/butai-palangoje-vasaros-g-parduodamas-labai-ekonomiskas-sviesus-ir-1-2777853/
Palanga,2012,47,2,73500,,2019-10-09,2019-12-02,https://www.aruodas.lt/butai-palangoje-vasaros-g-parduodamas-2-kambariu-butas-vasaros-g-1-2796573/
Vilnius,1940,"81,35",5,170000,,2019-10-08,2019-12-01,https://www.aruodas.lt/butai-vilniuje-senamiestyje-v-sopeno-g-parduodamas-didelis-butas-senamiestyje-1-2788055/
Klaipėda,1978,25,1,26500,,2019-10-01,2019-11-22,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-debreceno-gnr-7-name-25-kvm-butas-26-1-2792781/
Utenos m.,1968,"34,22",2,19000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-utenoje-senamiestyje-vilniaus-g-labai-graziai-atrodanciame-lyg-privaciame-1-2819567/
Vilnius,2008,"18,82",1,31700,,2019-11-25,2019-11-26,https://www.aruodas.lt/butai-vilniuje-naujininkuose-eisiskiu-pl-parduodamas-sviesus-1882-kv-m-1-kambario-1-2819555/
Vilnius,1980,"35,33",1,58500,"28,97",2019-11-25,2019-11-27,https://www.aruodas.lt/butai-vilniuje-seskineje-buivydiskiu-g-sviesus-ir-siltas-1-kamb-butas-buivydiskiu-g-1-2819541/
Klaipėda,2005,55,2,75000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-baltijos-pr-naujos-statybos-butas-parduodamas-klaipedoje-1-2819533/
Vilnius,1978,50,2,77000,"17,50",2019-11-25,2019-11-28,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-parduodamas-sviesus-ir-jaukus-4948-m-2-k-1-2819521/
Vilnius,2016,64,3,144000,"33,92",2019-11-25,2019-11-29,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-fabijoniskiu-g-parduodamas-triju-kambariu-butas-strategineje-1-2819503/
Vilnius,2019,"28,63",1,43000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-leiciu-g-galime-aprodyti-kiekviena-diena-nuo-8-iki-20-1-2819501/
Klaipėda,1975,16,1,15500,,2019-11-25,2019-12-02,https://www.aruodas.lt/butai-klaipedoje-zvejybos-uoste-sulupes-g-nebrangiai-parduodamas-tvarkingas-1-2819499/
Palanga,2013,"61,53",3,105000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-palangoje-kapsu-g-butas-ramioje-vietoje-su-didele-terasa-3-1-2819495/
Kaunas,1995,51,2,56999,,2019-11-25,2019-12-02,https://www.aruodas.lt/butai-kaune-silainiuose-baltu-pr-parduodamas-2-kamb-butas-silainiu-raj-1-2819485/
Utenos m.,1988,"36,03",1,27200,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-utenoje-krasuonoje-v-kudirkos-g-parduodamas-jaukus-strategiskai-1-2819481/
Kaunas,1974,"32,84",2,28500,,2019-11-25,2019-12-03,https://www.aruodas.lt/butai-kaune-aleksote-veiveriu-g-parduodamas-2k-butas-aleksote-veiveriu-g-1-2819449/
Vilnius,1980,38,1,59000,,2019-11-25,2019-12-02,https://www.aruodas.lt/butai-vilniuje-seskineje-laisves-pr-parduodamas-irengtas-sviesus-1-2819439/
Vilnius,1981,38,1,59000,,2019-11-24,2019-11-25,https://www.aruodas.lt/butai-vilniuje-seskineje-laisves-pr-parduodamas-1-kambario-butas-laisves-pr-be-1-2818903/
Vilnius,1966,17,1,30000,"11,56",2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-gerosios-vilties-g-jaukus-1k-butas-netoli-vingio-parko-1-2819437/
Kaunas,1964,"42,58",2,32500,"41,73",2019-11-25,2019-12-03,https://www.aruodas.lt/butai-kaune-sanciuose-kranto-al-parduodamas-2-kambariu-butas-kranto-al-1-2819431/
Klaipėda,1962,"50,83",3,55000,,2019-10-09,2019-10-09,https://www.aruodas.lt/butai-klaipedoje-rumpiskese-rumpiskes-g-rumpiskes-g-parduodamas-3-ju-kambariu-butas-1-2796683/
Vilnius,2019,"50,19",2,133500,,2019-06-15,2019-11-22,https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-parduodamas-2-kambariu-butas-su-pilna-apdaila-1-2739081/
Vilnius,1940,53,2,95000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-senamiestyje-m-k-ciurlionio-g-parduodamas-butas-suremontuota-dalis-1-2819401/
Panevėžys,2019,"64,97",3,68219,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-panevezyje-kniaudiskyje-kniaudiskiu-g-vakarineje-panevezio-dalyje-vystomas-naujas-1-2819399/
Panevėžys,2020,"54,45",1,57173,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-panevezyje-kniaudiskyje-kniaudiskiu-g-vakarineje-panevezio-dalyje-vystomas-naujas-1-2819395/
Vilnius,2008,61,2,240000,"53,07",2019-11-25,2019-11-27,https://www.aruodas.lt/butai-vilniuje-senamiestyje-gaono-g-parduodamas-prabangus-dizainerio-kurtas-61-kv-1-2819385/
Marijampolės m.,1974,45,2,29800,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-marijampoleje-deguciuose-r-jukneviciaus-g-vidinis-jaukus-ir-siltas-butas-stipri-namo-1-2810621/
Klaipėda,1992,60,2,39900,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-banduziuose-jurininku-pr-banduziuose-jurininku-pr-parduodamas-1-2819379/
Klaipėda,1988,35,1,49500,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-centre-danes-g-parduodamas-1-kambario-butas-35-kv-danes-g-1-2819373/
Klaipėda,1988,35,1,49000,,2019-11-19,2019-11-19,https://www.aruodas.lt/butai-klaipedoje-centre-danes-g-klaipedoje-danes-g-parduodamas-1-kambario-1-2816779/
Klaipėda,1980,35,1,49000,,2019-10-03,2019-10-14,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-danes-g-parduodamas-raudonu-plytu-name-1-no-kambario-1-2793933/
Klaipėda,1980,35,1,49000,,2019-08-30,2019-10-21,https://www.aruodas.lt/butai-klaipedoje-centre-danes-g-parduodamas-erdvus-1-kambario-butas-studija-1-2775885/
Klaipėda,1990,77,3,55000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-banduziuose-mogiliovo-g-parduodamas-3-kambariu-su-holu-butas-1-2819369/
Kaunas,1991,35,1,37800,"25,20",2019-11-25,2019-11-25,https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-skubiai-puikaus-isplanavimo-muriniame-1-2819367/
Kaunas,1991,35,1,37800,"25,20",2019-09-30,2019-12-02,https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-parduodamas-1kbutas-2-geriausiame-namo-1-2790987/
Klaipėda,1975,"63,05",3,63000,,2019-11-25,2019-11-27,https://www.aruodas.lt/butai-klaipedoje-vingio-mikrorajone-silutes-pl-bute-reguliuojamas-sildymas-namas-dalinai-1-2819361/
Vilnius,1960,76,1,180000,"77,52",2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-a-vienuolio-g-sis-butas-pies-kelis-metus-buvo-statomas-1-2819353/
Vilnius,1960,76,1,180000,"77,52",2019-11-25,2019-11-26,https://www.aruodas.lt/butai-vilniuje-senamiestyje-a-vienuolio-g-sis-butas-pies-kelis-metus-buvo-statomas-1-2819341/
Klaipėda,1979,47,2,50000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-laukininkuose-i-simonaitytes-g-klaipedole-laukininku-raj-isimonaitytes-g-1-2819355/
Palanga,2008,36,2,99000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-palangoje-j-biliuno-g-puikioje-vietoje-su-parkingo-vieta-erdve-1-2819351/
Klaipėda,2010,72,3,118000,,2019-11-25,2019-11-29,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-minijos-g-parduodamas-3-ju-kambariu-butas-naujos-1-2819349/
Klaipėda,1989,67,3,81500,,2019-11-25,2019-12-03,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-kretingos-g-renovuotame-name-kretingos-g-parduodamas-1-2819347/
Klaipėda,1989,67,3,81500,,2019-11-25,2019-12-03,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-kretingos-g-parduodamas-galimas-keitimas-1-2809709/
Klaipėda,1982,29,1,39000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodamas-1-kambario-butas-labai-patogioje-1-2819339/
Klaipėda,1988,64,3,61000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-alksnynes-g-alksnynes-g-parduodamas-3-ju-atskiru-1-2819333/
Vilnius,1965,"23,36",1,21900,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-zirmunu-g-parduodamas-1-kambario-1-2819329/
Kaunas,1971,33,1,37700,"23,43",2019-11-25,2019-11-25,https://www.aruodas.lt/butai-kaune-zaliakalnyje-savanoriu-pr-butui-reikalingas-remontas-buto-langai-i-1-2819327/
Klaipėda,1975,55,3,65000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-centre-sausio-15-osios-g-klaipedoje-sausio-15-sios-g-parduodamas-1-2819319/
Klaipėda,1975,55,3,65000,,2019-05-07,2019-12-03,https://www.aruodas.lt/butai-klaipedoje-centre-sausio-15-osios-g-centras-sausio-15-sios-g-3-kambariu-butas-1-2718997/
Vilnius,1965,54,3,61000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-naujininkuose-zanavyku-g-parduodamas-3-kambariu-butas-zanavyku-gatveje-1-2819311/
Vilnius,1987,"17,86",1,18500,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-gelezinio-vilko-g-naujamiestyje-gelezinio-vilko-g-parduodamas-1-2819305/
Vilnius,1988,"50,87",2,72900,"43,24",2019-11-25,2019-11-30,https://www.aruodas.lt/butai-vilniuje-fabijoniskese-s-staneviciaus-g-parduodamas-pilnai-irengtas-erdvus-2-1-2819303/
Vilnius,1982,15,1,32000,"14,25",2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-savanoriu-pr-parduodamas-visai-naujai-ir-pilnai-irengtas-1-2819297/
Klaipėda,1990,63,2,60000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-banduziuose-kuncu-g-parduodamas-2-kambariu-su-didziuoju-holu-1-2819285/
Vilnius,1964,14,1,31000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-zirmunuose-apkasu-g-zirmunuose-apkasu-g-parduodamas-nedidelis-1-1-2819281/
Vilnius,1964,14,1,31000,,2019-10-22,2019-10-22,https://www.aruodas.lt/butai-vilniuje-zirmunuose-apkasu-g--parduodamas-butas-patogioje-vietoje-1-2803131/
Vilnius,1963,57,3,81000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-v-pietario-g-naujamiestyje-v-pietario-g-parduodamas-1-2819275/
Visagino m.,1989,"50,55",2,22900,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-visagine-sedulinos-al-parduodamas-geras-2-ju-kambariu-butas-1-2819269/
Kaunas,2014,"74,37",3,155000,,2019-09-30,2019-10-02,https://www.aruodas.lt/butai-kaune-fredoje-bitininku-g-salia-kauno-vdu-botanikos-sodo-parduodamas-1-2790249/
Vilnius,1987,67,3,75000,,2019-11-25,2019-12-03,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-gabijos-g-parduodamas-siltas-ir-sviesus-triju-1-2819253/
Vilnius,1960,"40,12",3,44500,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-visoriu-g-parduodama-namo-dalis-mieste-su-zemes-sklypu-1-2819231/
Vilnius,1960,"40,12",3,44500,,2019-09-26,2019-10-10,https://www.aruodas.lt/butai-vilniuje-baltupiuose-visoriu-g-parduodama-namo-dalis-mieste-su-zemes-sklypu-1-2789591/
Vilnius,1974,33,1,54900,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-karoliniskese-laisves-pr-parduodamas-1-kambario-butas-karoliniskese-1-2819229/
Vilnius,1970,"49,2",2,56900,,2019-11-25,2019-11-29,https://www.aruodas.lt/butai-vilniuje-lazdynuose-erfurto-g-lazdynuose-erfurto-g-parduodamas-2-kambariu-1-2819203/
Vilnius,1970,"49,18",2,57500,,2019-11-02,2019-11-02,https://www.aruodas.lt/butai-vilniuje-lazdynuose-erfurto-g-bendra-informacija-plotas-49-18-kvm-1-2808093/
Vilnius,1992,"35,56",1,49000,"27,03",2019-11-25,2019-11-26,https://www.aruodas.lt/butai-vilniuje-pilaiteje-i-kanto-al-parduodamas-1-kambario-3556-kvm-butas-1-2819177/
Vilniaus r. sav.,1979,47,2,33000,,2019-11-25,2019-12-02,https://www.aruodas.lt/butai-vilniaus-rajone-skaidiskiu-k-sodu-g-parduodamas-2-k-butas-bendrabucio-bloke-sodu-1-2819171/
Palanga,2015,"53,25",2,69300,,2018-08-03,2019-11-27,https://www.aruodas.lt/butai-palangoje-medvalakio-g-projekte-jau-parduota-daugiau-nei-85-proc-1-2569173/
Vilnius,1981,67,3,74500,"69,01",2019-11-25,2019-12-03,https://www.aruodas.lt/butai-vilniuje-seskineje-paberzes-g-parduodamas-jaukus-3k-butas-paberzes-g-1-2819165/
Vilnius,1981,67,3,74500,"69,01",2019-10-23,2019-11-26,https://www.aruodas.lt/butai-vilniuje-seskineje-paberzes-g-parduodamas-jaukus-3k-butas-paberzes-g-1-2803733/
Kaunas,1925,28,2,13000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-kaune-aukstuosiuose-sanciuose-v-pietario-g-2-kambariu-butas-a-sanciuose-noredami-1-2819153/
Vilnius,2005,"119,91",3,220000,,2019-11-25,2019-11-25,https://www.aruodas.lt/butai-vilniuje-antakalnyje-l-sapiegos-g-prestizineje-antakalnio-vietoje-parduodamas-1-2635305/
Kaunas,1979,50,2,47000,"35,00",2019-11-25,2019-11-29,https://www.aruodas.lt/butai-kaune-aukstuosiuose-sanciuose-medvegalio-g-parduodamas-siltas-ir-sviesus-2-kambariu-1-2819141/
Palanga,2008,"49,05",2,62490,,2019-11-12,2019-11-19,https://www.aruodas.lt/butai-palangoje-veziu-g-2-kambariu-butas-veziu-g-palangoje-bendra-1-2797103/
Palanga,2015,34,2,92000,,2019-11-24,2019-11-25,https://www.aruodas.lt/butai-palangoje-plukiu-g-parduodamas-2-kambariu-butas-netoli-juros-1-2751139/
Klaipėda,2007,63,2,159000,,2019-11-24,2019-11-24,https://www.aruodas.lt/butai-klaipedoje-centre-vytauto-g-klaipedos-miesto-centre-vytauto-g-1-2690129/
Klaipėda,2007,60,2,159000,,2019-10-25,2019-10-25,https://www.aruodas.lt/butai-klaipedoje-centre-vytauto-g-klaipedos-miesto-centre-vytauto-g-1-2804701/
Vilnius,1972,21,1,38000,"22,68",2019-11-24,2019-11-30,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-parduodamas-1k-butas-snipiskese-kalvariju-g-1-2819007/
Klaipėda,1983,65,3,55000,,2019-08-20,2019-11-24,https://www.aruodas.lt/butai-klaipedoje-laukininkuose-laukininku-g-dalinai-renovuotame-name-parduodamas-3-ju-1-2770743/
Klaipėda,1980,65,3,55000,,2019-11-21,2019-11-25,https://www.aruodas.lt/butai-klaipedoje-laukininkuose-laukininku-g-dalinai-renovuotame-viskas-ismoketa-skolu-1-2818153/
Klaipėda,1980,65,3,55000,,2019-11-19,2019-11-19,https://www.aruodas.lt/butai-klaipedoje-laukininkuose-laukininku-g-parduodamas-3-u-kambariu-butas-laukininku-g-1-2816537/
Klaipėda,1986,64,2,54500,,2019-11-06,2019-11-22,https://www.aruodas.lt/butai-klaipedoje-laukininkuose-vyturio-g-parduodamas-2-ju-kambariu-su-didziuoju-holu-1-2810317/
Marijampolės m.,1971,51,2,31200,,2019-11-24,2019-11-24,https://www.aruodas.lt/butai-marijampoleje-deguciuose-r-jukneviciaus-g-vidinis-jaukus-ir-siltas-butas-stipri-namo-1-2818955/
Klaipėda,1952,104,5,94500,,2019-11-24,2019-11-24,https://www.aruodas.lt/butai-klaipedoje-zvejybos-uoste-minijos-g-parduodamas-5-kamb-butas-minijos-g-34-1-2745631/
