city,years,area,rooms,price,avg_heat_per_m,created_at,updated_at,url
Trakų r. sav.,1958,53,2,9300,,2018-07-27,2019-11-29,https://www.aruodas.lt/butai-trakuose-rudiskiu-m-traku-g-parduodama-namo-dalis-rudiskiu-mcentre2-j-1-2564709/
Šiauliai,1969,48,2,68000,"21,12",2019-11-26,2019-11-26,https://www.aruodas.lt/butai-siauliuose-centre-talsos-g-kaledas-galite-sutikti-naujuose-namuose-1-2813177/
Vilnius,1996,"121,66",5,189500,,2019-11-12,2019-11-25,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-s-konarskio-g-parduodamas-5-kamb-12166-kvm-butas-s-1-2813165/
Vilnius,1984,"52,16",2,65000,,2019-11-12,2019-11-12,https://www.aruodas.lt/butai-vilniuje-seskineje-seskines-g-1-2813103/
Klaipėda,1966,"51,11",2,72500,,2019-11-12,2019-11-12,https://www.aruodas.lt/butai-klaipedoje-vetrungeje-taikos-pr-parduodamas-irengtas-butas-su-baldais-ir-1-2813061/
Telšių r. sav.,1986,"18,5",1,750,,2019-02-15,2019-11-25,https://www.aruodas.lt/butai-telsiuose-ubiskes-mstl-i-vaisvilos-g-1-2676029/
Radviliškio m.,1973,"45,76",2,19500,,2019-09-13,2019-12-01,https://www.aruodas.lt/butai-radviliskyje-vaizganto-g-parduodamas-2-kambariu-butas-vaizganto-g-58b-1-2783129/
Vilnius,1965,"61,36",3,75000,"22,09",2019-11-12,2019-11-19,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-parduodamas-3-k-butas-renovuotame-name-1-2812951/
Jonavos m.,1995,53,2,46900,,2019-11-11,2019-11-11,https://www.aruodas.lt/butai-jonavoje-varnutes-g-daugiau-informacijos-telefonu-1-2812941/
Vilnius,1995,76,3,105000,,2019-11-11,2019-11-24,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-laisves-pr-privalumai-butas-parduodamas-su-visais-1-2812927/
Vilniaus r. sav.,1975,36,2,44000,,2019-11-11,2019-11-11,https://www.aruodas.lt/butai-vilniaus-rajone-bukiskio-k-mokyklos-g-daugiabutyje-suformuoti-atskiri-1-3-kambariu-1-2812857/
Šiauliai,1968,"35,72",2,12900,"30,36",2019-11-11,2019-12-03,https://www.aruodas.lt/butai-siauliuose-centre-varpo-g-atvestas-vanduo-parduodamas-ir-issimoketinai-1-2812835/
Vilnius,1969,49,2,72000,"38,22",2019-11-11,2019-11-16,https://www.aruodas.lt/butai-vilniuje-snipiskese-minties-g-parduodamas-siltas-2-kambariu-49-m-butas-1-2812013/
Vilnius,1981,67,3,71000,,2019-11-11,2019-12-03,https://www.aruodas.lt/butai-vilniuje-seskineje-ciobiskio-g-parduodmas-3-ju-kambariu-butas-seskines-1-2812737/
Klaipėda,2015,41,2,78000,,2019-11-11,2019-11-11,https://www.aruodas.lt/butai-klaipedoje-paupiuose-klemiskes-g-parduodamas-pilnai-irengtas-siltas-ir-1-2812731/
Širvintų m.,1985,"66,2",2,39000,,2019-08-13,2019-11-11,https://www.aruodas.lt/butai-sirvintose-jaunimo-g-butas-su-2-istiklintais-balkonais-1-2766925/
Skuodo r. sav.,1974,"90,23",4,10990,,2019-11-11,2019-11-11,https://www.aruodas.lt/butai-skuode-barstyciu-mstl-parko-g-parduodamas-4-kamb-butas-skuodo-raj-1-2812649/
Vilnius,1987,83,4,89000,,2017-06-30,2019-11-12,https://www.aruodas.lt/butai-vilniuje-justiniskese-taikos-g-be-tarpininku-parduodu-arba-keiciu-i-2-4buta-1-1808536/
Panevėžys,1976,"50,33",2,47500,"26,17",2019-12-01,2019-12-01,https://www.aruodas.lt/butai-panevezyje-kniaudiskyje-klaipedos-g-du-atskiri-nepereinami-miegamieji-9-kvm-ir-1-2800905/
Vilnius,2007,62,3,92000,"26,66",2019-11-11,2019-11-20,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-giruliu-g-vilnius-pasilaiciai-giruliu-g-3kamb62kv-1-2812499/
Panevėžys,1989,"67,19",3,45500,"63,83",2019-06-24,2019-11-18,https://www.aruodas.lt/butai-panevezyje-klaipedos-klaipedos-g-parduodamas-triju-kambariu-butas-klaipedos-1-2742689/
Kaunas,1989,83,4,59999,"48,14",2019-10-11,2019-11-11,https://www.aruodas.lt/butai-kaune-silainiuose-baltu-pr-pilnai-irengtas-tvarkingas-ir-jaukus-butas-1-2766909/
Plungės m.,1970,"44,49",2,33000,,2019-11-11,2019-11-21,https://www.aruodas.lt/butai-plungeje-v-macernio-g-parduodamas-butas-parduodama-2-k-butas-1-2812449/
Varėnos m.,1949,42,2,33800,,2019-08-05,2019-11-11,https://www.aruodas.lt/butai-varenoje-vytauto-g-paciame-varenos-centre-parduodamas-tvarkingas-1-2763551/
Vilnius,2017,"73,88",3,124500,,2019-11-11,2019-11-28,https://www.aruodas.lt/butai-vilniuje-antakalnyje-kalno-g-strategiskai-geroje-vietoje-parduodamas-1-2812153/
Palanga,2015,32,1,56500,,2019-11-11,2019-11-27,https://www.aruodas.lt/butai-palangoje-ganyklu-g-butas-loftas-palangos-centre-privalumai-1-2812029/
Vilnius,2001,"58,74",2,149000,,2019-11-26,2019-11-27,https://www.aruodas.lt/butai-vilniuje-antakalnyje-zolyno-g-parduodamas-be-tarpininku-i-buto-kaina-1-2812011/
Šiaulių r. sav.,1971,50,2,41000,,2019-11-10,2019-12-02,https://www.aruodas.lt/butai-siauliu-rajone-bubiu-k-dubysos-g-parduodamas-jaukus-pilnai-suremontuotas-1-2811991/
Jonavos m.,1976,"23,37",1,12000,,2019-08-12,2019-11-07,https://www.aruodas.lt/butai-jonavoje-kosmonautu-g-kosmonautu-2b-parduodamas-vieno-kambario-1-2767697/
Alytus,1978,"50,07",2,40500,,2019-08-05,2019-11-26,https://www.aruodas.lt/butai-alytuje-senamiestyje-pulko-g-parduodamas-2ju-kambariu-50kvm-butas-alytuje-1-2811961/
Kaišiadorių m.,1975,47,2,45554,,2019-08-11,2019-12-01,https://www.aruodas.lt/butai-kaisiadoryse-gedimino-g-119-namas-3-aukstas-butas-nera-kampinis-1-2766957/
Biržų m.,1977,50,2,23000,,2019-11-10,2019-11-11,https://www.aruodas.lt/butai-birzuose-vilniaus-g-parduodamas-2kamb-butas-parduodamas-1-2811933/
Jonavos m.,1969,"43,86",2,29500,,2019-11-24,2019-11-24,https://www.aruodas.lt/butai-jonavoje-kosmonautu-g-parduodamas-tvarkingas-2-ju-kambariu-butas-1-2811927/
Kaunas,1996,83,4,68000,,2019-11-10,2019-11-10,https://www.aruodas.lt/butai-kaune-silainiuose-baltu-pr-labai-gero-stovio-butas-su-buitine-technika-1-2811923/
Vilnius,1985,43,2,65000,"37,84",2019-11-10,2019-11-10,https://www.aruodas.lt/butai-vilniuje-markuciuose-subaciaus-g-parduodamas-butas-be-tarpininku-puikiai-1-2811899/
Vilnius,2014,30,1,75000,"18,00",2019-12-02,2019-12-02,https://www.aruodas.lt/butai-vilniuje-snipiskese-daugeliskio-g-viename-is-geriausias-ateities-perspektyvas-1-2811871/
Vilnius,1984,20,1,27000,"17,60",2019-11-10,2019-11-16,https://www.aruodas.lt/butai-vilniuje-markuciuose-subaciaus-g-gerbiamieji-agentai-prasome-netrukdyti-1-2811869/
Mažeikių m.,1978,64,3,37000,,2018-05-03,2019-11-09,https://www.aruodas.lt/butai-mazeikiuose-naftininku-g--bendras-plotas-64-kvm-kambariu-1-2509571/
Klaipėda,1978,65,3,65000,,2019-11-09,2019-11-09,https://www.aruodas.lt/butai-klaipedoje-vingio-mikrorajone-silutes-pl-3-kambariu-butas-parduodamas-3-kambariu-1-2811797/
Alytus,1991,"72,61",2,27000,,2019-11-09,2019-11-09,https://www.aruodas.lt/butai-alytuje-putinuose-putinu-g-parduodamas-nestandartinis-butasyra-du-1-2811783/
Kauno r. sav.,1964,"43,19",2,42000,,2019-11-09,2019-11-09,https://www.aruodas.lt/butai-kauno-rajone-domeikavos-k-neries-g-butas-domeikava-pirmas-aukstas-1-2811781/
Kauno r. sav.,1988,37,1,34500,,2019-11-09,2019-12-02,https://www.aruodas.lt/butai-kauno-rajone-garliavos-m-vasario-16-osios-g-jaukus-sviesus-butas-ramioje-vietoje-butas-1-2811779/
Elektrėnų sav.,2010,65,3,69500,,2019-07-07,2019-11-09,https://www.aruodas.lt/butai-elektrenuose-vievio-m-liepu-g-vievyje-liepu-gatveje-parduodamas-naujos-1-2749933/
Kaunas,1937,20,1,13000,,2019-11-09,2019-12-03,https://www.aruodas.lt/butai-kaune-aleksote-s-dariaus-ir-s-gireno-g-1-2803509/
Klaipėda,1972,"63,45",3,69000,,2019-11-09,2019-11-19,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-naujakiemio-g-savininkas-namas-pilnai-renovuotas-ismoketa-1-2811745/
Šilalės m.,1973,62,3,34500,,2019-11-09,2019-11-09,https://www.aruodas.lt/butai-silaleje-m-valanciaus-g-parduodamas-3-ju-kambariu-butas-su-baldais-1-2811739/
Kaišiadorių r. sav.,1980,"46,89",2,15000,,2019-11-09,2019-11-09,https://www.aruodas.lt/butai-kaisiadoryse-dovainoniu-k-gedimino-g-parduodamas-2-kamabriu-46kvm-butas-8-butu-1-2802505/
Alytus,1974,67,3,49000,,2019-11-09,2019-11-22,https://www.aruodas.lt/butai-alytuje-putinuose-zuvinto-g-parduodamas-3-ju-kambariu-butas-alytuje-1-2811681/
Anykščių m.,1980,24,2,21000,,2019-11-09,2019-11-10,https://www.aruodas.lt/butai-anyksciuose-k-ladigos-g-parduodamas-nedidelis-dvieju-kambariu-butas-1-2811663/
Klaipėda,1917,51,2,97000,,2019-01-13,2019-11-09,https://www.aruodas.lt/butai-klaipedoje-centre-liepu-g-2-ju-k-51-m-butas-su-virs-viso-buto-1-2525281/
Vilnius,2009,"60,6",2,118000,"24,24",2019-10-11,2019-11-21,https://www.aruodas.lt/butai-vilniuje-lazdynuose-jonazoliu-g-mazai-gyventas-sviesus-ir-jaukus-labai-1-2779657/
Visagino m.,1970,50,2,15000,,2019-11-09,2019-11-09,https://www.aruodas.lt/butai-visagine-parko-g-parduodamas-butas-labai-geroje-vietoje-labai-1-2811643/
Kaunas,1968,"24,93",1,23000,"16,45",2019-11-08,2019-11-08,https://www.aruodas.lt/butai-kaune-zaliakalnyje-partizanu-g-parduodamas-1-kambario-butas-su-visais-1-2811633/
Kupiškio m.,1987,"45,9",2,15000,,2019-06-21,2019-11-08,https://www.aruodas.lt/butai-kupiskyje-p-mazylio-g-1-2695753/
Palanga,2017,64,3,129000,,2019-07-04,2019-11-08,https://www.aruodas.lt/butai-palangoje-egliu-g-prie-juros-salia-pajurio-regioninio-parko-1-2748777/
Ignalinos m.,1978,18,1,7700,,2019-11-08,2019-12-03,https://www.aruodas.lt/butai-ignalinoje-ligonines-g-1-2804901/
Pakruojo r. sav.,1990,"64,84",3,13000,,2019-03-10,2019-11-08,https://www.aruodas.lt/butai-pakruojyje-petrasiunu-k-stoties-g-1-2688431/
Vilnius,1981,"35,5",1,53500,,2019-12-01,2019-12-01,https://www.aruodas.lt/butai-vilniuje-seskineje-gelvonu-g-apie-buta-aukstas-5-kambariu-skaicius-1-2811175/
Alytus,1974,65,3,30000,,2019-04-24,2019-11-08,https://www.aruodas.lt/butai-alytuje-putinuose-a-jonyno-g-buto-pardavimas-buto-langai-orientuoti-i-dvi-1-2712299/
Kauno r. sav.,1991,"51,13",2,47000,,2019-11-08,2019-11-08,https://www.aruodas.lt/butai-kauno-rajone-domeikavos-k-neries-g-parduodamas-erdvus-2-k-butas-domeikavoje-1-2811347/
Ukmergės m.,1997,"49,94",2,39000,,2019-11-08,2019-11-08,https://www.aruodas.lt/butai-ukmergeje-vytauto-g-parduodamas-butas-parduodamas-butas-vytauto-1-2811319/
Vilnius,1967,47,2,98000,,2019-11-08,2019-11-08,https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-parduodamas-loftas-studija-antakalnyje-1-2666279/
Vilnius,1958,"17,17",1,29999,"11,68",2019-08-08,2019-11-08,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-aguonu-g-parduodamas-naujai-suremontuotas-1-kambario-1-2490643/
Vilnius,1976,21,1,43500,"20,16",2019-11-19,2019-11-28,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-zemaites-g-be-tarpininku-parduodu-buta-2-aukste-1-2811229/
Vilnius,1998,166,4,460000,,2019-11-07,2019-11-07,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-m-k-ciurlionio-g-parduodamas-unikalus-butas-prestizineje-1-2811221/
Klaipėda,2009,55,2,88000,,2019-11-07,2019-12-03,https://www.aruodas.lt/butai-klaipedoje-vetrungeje-birutes-g-parduoda-seimininkas-parduodamas-jaukus-ir-1-2811071/
Vilnius,1901,91,2,182000,"121,03",2018-03-02,2019-12-02,https://www.aruodas.lt/butai-vilniuje-senamiestyje-traku-g-mansardinis-butas-senamiestyje-traku-g12-1-2467337/
Klaipėda,1994,78,3,56000,,2019-02-10,2019-11-19,https://www.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-didziulis-butas-iesko-nauju-savininku-1-2673473/
Vilnius,1978,"63,67",3,62900,"56,67",2019-11-07,2019-11-18,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-g-parduodamas-3-kambariu-butas-virsuliskiu-g-1-2674277/
Klaipėda,1967,"44,28",2,55000,,2019-11-07,2019-12-03,https://www.aruodas.lt/butai-klaipedoje-centre-sausio-15-osios-g-butas-klaipedos-centre-parduodamas-1-2811037/
Kėdainių m.,1991,60,2,17000,,2019-11-07,2019-11-26,https://www.aruodas.lt/butai-kedainiuose-setos-g-parduodami-naujai-suremontuoti-butai-1-2810999/
Klaipėda,1979,64,3,52999,,2019-11-07,2019-11-15,https://www.aruodas.lt/butai-klaipedoje-zardininkuose-reikjaviko-g-zardininku-rajone-atokiau-nuo-gatves-1-2810915/
Vilnius,1966,27,1,34999,,2019-07-11,2019-11-07,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-m-k-ciurlionio-g-m-k-ciurlionio-g-parduodamas-sviesus-ir-1-2752513/
Panevėžys,1985,68,3,59000,,2019-10-09,2019-11-18,https://www.aruodas.lt/butai-panevezyje-kniaudiskyje-zvaigzdziu-g-trju-kambariu-butas-zvaigzdziu-g-68-kvm-1-2810747/
Kaunas,1968,30,1,36000,"28,20",2019-09-01,2019-12-03,https://www.aruodas.lt/butai-kaune-panemuneje-mazoji-g-butas-pirmame-aukste-parduodamas-butas-1-2810709/
Šiauliai,1956,74,3,115000,,2019-11-07,2019-11-07,https://www.aruodas.lt/butai-siauliuose-centre-vilniaus-g-1-2295141/
Šilalės m.,1985,64,2,25000,,2019-08-04,2019-12-01,https://www.aruodas.lt/butai-silaleje-dariaus-ir-gireno-g-skubiai-parduodamas-2-kambariu-butas-su-holu-1-2810675/
Prienų m.,1991,64,3,43500,,2019-11-06,2019-11-06,https://www.aruodas.lt/butai-prienuose-stadiono-g-parduodamas-triju-kambariu-butas-prienu-1-2810629/
Vilnius,1969,50,2,130000,,2019-11-06,2019-11-06,https://www.aruodas.lt/butai-vilniuje-zveryne-paribio-g-parduodamas-renovuotas-2-kambariu-jaukus-1-2810175/
Vilnius,1967,"61,3",3,96000,,2019-11-06,2019-11-11,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zygio-g-parduodamas-3-kambariu-6130-m2-butas-su-1-2810617/
Kėdainių m.,1986,64,3,37900,,2019-08-07,2019-11-06,https://www.aruodas.lt/butai-kedainiuose-respublikos-g-skubiai-be-tarpininku-parduodamas-galimas-1-2765561/
Vilnius,1993,"70,54",3,88900,,2019-11-06,2019-11-28,https://www.aruodas.lt/butai-vilniuje-pilaiteje-papilenu-g-parduodu-3k-butas-tvarkingas-plastikiniai-1-2810553/
Vilnius,1975,49,2,72000,,2019-11-06,2019-12-01,https://www.aruodas.lt/butai-vilniuje-karoliniskese-algimanto-petro-kavoliuko-g-parduodamas-suremontuotas-tvarkingassviesus-1-2634963/
Kaunas,1970,"50,34",2,60000,"33,73",2019-11-06,2019-11-29,https://www.aruodas.lt/butai-kaune-lampedziuose-raudondvario-pl-parduodamas-2-k-butas-su-rusiu-patogioje-1-2808489/
Palanga,2007,58,2,148000,,2019-03-26,2019-11-06,https://www.aruodas.lt/butai-palangoje-s-neries-g-skubiai-parduodu-buta-su-vieta-automobiliui-1-2654505/
Klaipėda,1973,18,1,6850,,2019-11-06,2019-11-28,https://www.aruodas.lt/butai-klaipedoje-kauno-mikrorajone-silutes-pl-18-kvm-3aukstas-kambarys-silutes-pl-6850-1-2810199/
Vilnius,1940,18,1,56000,,2019-11-06,2019-11-06,https://www.aruodas.lt/butai-vilniuje-senamiestyje-kalvariju-g-parduodamas-naujai-irengtas-butas-salia-1-2810165/
Šiaulių r. sav.,1985,78,4,14000,,2019-11-06,2019-11-06,https://www.aruodas.lt/butai-siauliu-rajone-gruzdziu-mstl-siauliu-g-parduodu-4-kambariu-buta-78kv-ploto-1-2810113/
Vilnius,1974,"77,8",4,75500,"59,91",2019-11-06,2019-11-06,https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-viename-patogiausiu-vilniaus-mikrorajonu-1-2810095/
Vilnius,2012,"60,89",3,159000,"34,71",2019-11-06,2019-11-19,https://www.aruodas.lt/butai-vilniuje-pilaiteje-isruties-g-parduodamas-prabangus-ir-nepriekastingai-1-2810085/
Šiauliai,1963,43,2,45900,"39,99",2019-11-05,2019-11-18,https://www.aruodas.lt/butai-siauliuose-centre-ezero-g-parduodamas-kapitaliskai-suremontuotas-1-2810081/
Neringos m.,1980,"41,43",2,113804,,2019-11-05,2019-11-05,https://www.aruodas.lt/butai-neringoje-gintaro-ilankos-g-parduodamas-naujai-ir-itin-kokybiskai-1-2674769/
Vilnius,1985,51,2,69000,,2019-11-05,2019-11-05,https://www.aruodas.lt/butai-vilniuje-justiniskese-rygos-g-parduodamas-tvarkingas-neseniai-1-2810063/
Neringos m.,1975,60,3,130000,,2019-05-06,2019-11-05,https://www.aruodas.lt/butai-neringoje-kopu-g--butas-parduodamas-be-tarpininku-per-du-1-2718643/
Vilnius,1973,78,4,77900,,2019-07-29,2019-11-08,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-parduodame-pilnai-irengta-buta-su-visais-1-2760085/
Trakų m.,1976,56,2,80000,,2019-11-05,2019-11-05,https://www.aruodas.lt/butai-trakuose-birutes-g-namas-strategiskai-patogioje-vietoje-aplink-1-2810051/
Mažeikių m.,1972,"47,02",2,21000,,2019-11-05,2019-11-07,https://www.aruodas.lt/butai-mazeikiuose-sodu-g-parduodamas-2-kambariu-butas-su-balkonu-47-1-2809977/
Vilnius,1978,"78,33",4,147000,"25,85",2019-08-07,2019-11-04,https://www.aruodas.lt/butai-vilniuje-baltupiuose-didlaukio-g-parduodama-be-tarpininku-bendra-1-2765545/
Vilnius,1959,"55,66",2,105000,"51,76",2019-11-05,2019-11-05,https://www.aruodas.lt/butai-vilniuje-snipiskese-rinktines-g-parduodamas-dvieju-kambariu-butas-aukstos-1-2809151/
Kaunas,1980,"57,5",3,56999,,2019-11-05,2019-11-08,https://www.aruodas.lt/butai-kaune-petrasiunuose-ateities-pl-labai-tvarkingas-3-kambariu-butas-su-baldais-1-2809751/
Akmenės r. sav.,1967,65,3,27000,,2019-11-05,2019-11-05,https://www.aruodas.lt/butai-akmeneje-naujosios-akmenes-m-v-kudirkos-g-kokybiskai-atrenovuotas-butas-apsiltintos-1-2809727/
Palanga,2003,56,2,123000,,2019-11-05,2019-11-19,https://www.aruodas.lt/butai-palangoje-s-neries-g-puiki-galimybe-isigyti-apartamentus-1-2809687/
Vilnius,2009,"59,3",2,100000,,2019-11-05,2019-11-05,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-laisves-pr-butas-yra-strategineje-vietoje-salia-vienos-1-2809593/
Palanga,2010,90,3,115000,,2019-05-17,2019-12-02,https://www.aruodas.lt/butai-palangoje-l-vaineikio-g-parduodamas-erdvus-butas-salia-stadiono-1-2809543/
Šiauliai,1959,"63,25",2,62000,"46,17",2019-11-05,2019-11-24,https://www.aruodas.lt/butai-siauliuose-centre-vilniaus-g-parduodamas-2k-butas-centre-vilniaus-g-213-1-2402459/
Radviliškio r. sav.,1978,53,2,12000,,2019-11-04,2019-11-05,https://www.aruodas.lt/butai-radviliskyje-siaulenu-mstl-draugystes-g-parduodamas-jaukus-2-kambariu-butas-1-2809377/
Alytus,1988,"67,07",3,46000,,2019-11-10,2019-11-10,https://www.aruodas.lt/butai-alytuje-vidzgiryje-jurgiskiu-g-parduodamas-3-kamb-butas-jurgiskiu-g-15a-1-2809369/
Vilnius,1995,51,2,77000,,2019-11-04,2019-11-04,https://www.aruodas.lt/butai-vilniuje-pilaiteje-i-kanto-al-parduodamas-tvarkingas-2-kambariu-butas-1-2809355/
Kaunas,2008,97,4,133000,,2019-11-04,2019-12-01,https://www.aruodas.lt/butai-kaune-zemutiniuose-kaniukuose-ikalnes-aklg-mazaauksciu-namu-kvartale-zalia-sala-1-2809351/
Kaunas,1969,"61,02",3,67500,"37,83",2019-11-04,2019-12-02,https://www.aruodas.lt/butai-kaune-dainavoje-v-kreves-pr-parduodamas-3-kambariu-butas-dainavos-rajone-1-2809341/
Vilnius,2002,"61,22",2,94000,,2019-11-04,2019-11-20,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-ukmerges-g-parduodamas-gerai-irengtas-butas-iii-aukste-1-2809347/
Mažeikių m.,1983,100,3,46000,,2019-11-04,2019-11-04,https://www.aruodas.lt/butai-mazeikiuose-zemaitijos-g-parduodamas-sujungtas-3-kamb64kvm-ir-1-1-2809321/
Vilnius,1995,93,4,148000,,2019-11-04,2019-11-04,https://www.aruodas.lt/butai-vilniuje-baltupiuose-kalvariju-g-parduodamas-4-kambariu-butas-baltupiuose-1-2809297/
Vilnius,2018,"91,34",4,299000,"0,91",2019-11-04,2019-11-04,https://www.aruodas.lt/butai-vilniuje-uzupyje-peteliskiu-g-1-2809207/
Vilnius,2018,"59,73",3,195000,"0,60",2019-11-04,2019-11-04,https://www.aruodas.lt/butai-vilniuje-uzupyje-peteliskiu-g-1-2809203/
Palanga,2010,"58,2",2,65000,,2018-06-18,2019-11-04,https://www.aruodas.lt/butai-palangoje-sventojoje-mokyklos-g-jaukus-sviesuspilnai-irengti-apatramentai-1-2539715/
Vilnius,1969,"32,84",1,62000,"22,00",2019-07-23,2019-12-03,https://www.aruodas.lt/butai-vilniuje-zirmunuose-tuskulenu-g-1k-butas-tuskulenu-g-15min-iki-katedros-1-2757345/
Kaunas,1983,"37,59",1,35600,,2019-11-04,2019-11-07,https://www.aruodas.lt/butai-kaune-dainavoje-krevos-g-butas-randasi-vkreves-pr-109b-gera-1-2809083/
Klaipėda,1989,55,2,53000,,2018-10-23,2019-12-03,https://www.aruodas.lt/butai-klaipedoje-vetrungeje-budelkiemio-g-parduodamas-2-kambariu-butas-su-holu-1-2616975/
Birštono m.,2014,"92,43",2,139000,,2019-11-27,2019-12-03,https://www.aruodas.lt/butai-birstone-druskupio-g-butas-uz-patrauklia-kaina-puikiame-1-2783083/
Vilnius,2007,"57,63",2,111000,,2019-11-04,2019-11-04,https://www.aruodas.lt/butai-vilniuje-baltupiuose-trinapolio-g-be-tarpininku-parduodamas-2-k-butas-su-1-2805959/
Druskininkų m.,1975,"33,17",2,25000,,2019-11-04,2019-11-04,https://www.aruodas.lt/butai-druskininkuose-gardino-g-jaukus-2-kambariu-butas-druskininkuose-1-2808899/
Trakų m.,1977,"63,58",3,90000,,2019-11-04,2019-11-04,https://www.aruodas.lt/butai-trakuose-vytauto-g-parduodamas-3-ju-atskiru-kambariu-sviesus-1-2743937/
Kazlų Rūdos m.,1994,89,4,25000,,2019-07-14,2019-11-04,https://www.aruodas.lt/butai-kazlu-rudoje-s-daukanto-g-jaukus-butas-seimai-trys-miegaieji-bei-1-2467061/
Klaipėda,1958,76,3,94900,,2019-04-29,2019-12-02,https://www.aruodas.lt/butai-klaipedoje-centre-sauliu-g-skubiai-parduoda-savininkas-parduodamas-1-2714159/
Šiauliai,1967,"61,75",4,63500,"41,99",2019-09-24,2019-11-29,https://www.aruodas.lt/butai-siauliuose-lieporiuose-aukstabalio-g-jaukus-naujai-suremontuotas-4-kambariu-butas-1-2808423/
Marijampolės m.,1981,"66,25",3,63000,,2019-11-04,2019-11-04,https://www.aruodas.lt/butai-marijampoleje-deguciuose-r-jukneviciaus-g-turite-galimybe-isigyti-3-k-buta-prie-pat-1-2808331/
Vilnius,1983,"65,67",3,85500,"57,79",2019-11-03,2019-11-19,https://www.aruodas.lt/butai-vilniuje-justiniskese-taikos-g-justiniskese-be-tarpininku-parduodamas-1-2808227/
Vilnius,2009,65,2,120000,"29,25",2019-10-19,2019-12-03,https://www.aruodas.lt/butai-vilniuje-virsuliskese-rygos-g-naujos-statybos-name-parduodamas-naujai-1-2801653/
Vilnius,2016,"33,7",1,66500,"10,45",2019-11-03,2019-11-19,https://www.aruodas.lt/butai-vilniuje-pilaiteje-m-mazvydo-g-parduodamas-337-kvm-jaukus-butas-2ame-1-2808197/
Vilnius,1960,41,1,25250,,2019-11-03,2019-11-18,https://www.aruodas.lt/butai-vilniuje-naujininkuose-iesmininku-g--iesmininku-g-19-naujininku-seniunija-1-2808193/
Šakių m.,1993,"51,15",2,28000,,2019-11-03,2019-11-26,https://www.aruodas.lt/butai-sakiuose-j-basanaviciaus-g-dveju-kambariu-butas-sakiuose-plotas-5115-1-2808185/
Kaunas,1984,36,2,34500,,2019-11-03,2019-12-03,https://www.aruodas.lt/butai-kaune-vilijampoleje-j-vienozinskio-g-sviesus-ir-jaukus-butas-su-visais-baldais-1-2808173/
Vilkaviškio m.,1977,"49,77",2,22000,,2019-11-03,2019-11-09,https://www.aruodas.lt/butai-vilkaviskyje-s-neries-g-4977-kv-m-kampinis-bet-labai-siltas-1-2807063/
Šiauliai,1990,64,3,64000,,2019-11-03,2019-11-03,https://www.aruodas.lt/butai-siauliuose-gytariuose-gytariu-g-parduodamas-pilnai-irengtas-3-kambariu-butas-1-2808155/
Vilnius,1962,29,1,55000,"31,90",2019-10-03,2019-12-02,https://www.aruodas.lt/butai-vilniuje-naujininkuose-zanavyku-g-parduodamas-puikus-1-kambario-butas-ne-1-2793781/
Vilnius,2015,38,1,141000,"19,76",2019-08-04,2019-11-03,https://www.aruodas.lt/butai-vilniuje-senamiestyje-vingriu-g-be-tarpininku-nt-agentai-nepageidaujami-1-2763281/
Vilnius,2008,86,3,284000,,2019-11-03,2019-11-03,https://www.aruodas.lt/butai-vilniuje-senamiestyje-t-kosciuskos-g-parduodame-labai-jauku-ir-stilingai-irengta-3-1-2808111/
Plungės m.,1986,"76,75",3,52000,,2019-09-18,2019-10-31,https://www.aruodas.lt/butai-plungeje-a-jucio-g-parduodamas-3-ju-kambariu-butas-ajucio-g-32-1-2734697/
Alytus,1968,45,2,25000,,2019-11-18,2019-11-18,https://www.aruodas.lt/butai-alytuje-dainavoje-naujoji-g-parduodamas-dvieju-kambariu-butas-dainavos-1-2808077/
Kaunas,2000,110,3,350000,"67,10",2019-08-24,2019-12-03,https://www.aruodas.lt/butai-kaune-centre-laisves-al-prabangus-butas-laisves-alejoje-butas-1-2481879/
Neringos m.,1987,"68,8",4,148000,,2019-11-02,2019-11-02,https://www.aruodas.lt/butai-neringoje-ievos-kalno-g-butas-per-du-aukstus-apsiltintas-triju-1-2808057/
Kauno r. sav.,1971,42,2,39000,,2019-11-02,2019-12-03,https://www.aruodas.lt/butai-kauno-rajone-garliavos-m-pazangos-g-parduodamas-rezervuotas-iki-20191206-2-1-2808053/
