city,years,area,price,avg_heat_per_m,url
Kaunas,1989,81,60000,"62,37",https://www.aruodas.lt/butai-kaune-eiguliuose-p-luksio-g-parduodamas-4-kambariu-butas-eiguliuose-p-1-2797895/
Vilnius,2015,32,67500,,https://www.aruodas.lt/butai-vilniuje-vilkpedeje-burbiskiu-g--funkcionaliai-suplanuotas-butas-nauja-1-2797891/
Šiauliai,1972,"77,89",62000,"29,60",https://www.aruodas.lt/butai-siauliuose-zaliukiuose-tilzes-g-parduodamas-labai-erdvus-patogaus-isplanavimo-1-2797879/
Vilniaus r. sav.,2012,"90,37",83900,,https://www.aruodas.lt/butai-vilniaus-rajone-raudondvario-k-puikioje-vietoje-triju-ezeru-raudonojo-1-2797873/
Šiauliai,1989,"75,19",64000,"64,66",https://www.aruodas.lt/butai-siauliuose-zaliukiuose-tilzes-g-butas-turintis-savu-privalumu-jusu-patogiam-1-2797869/
Klaipėda,1957,130,198000,,https://www.aruodas.lt/butai-klaipedoje-centre-j-zauerveino-g-parduodamas-sviesus-siltas-tvarkingas-4-riu-1-2797863/
Klaipėda,1971,46,59900,,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodamas-2-ju-kambariu-butas-bute-1-2797859/
Klaipėda,1971,46,59900,,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodamas-2-kambariu-butas-muriniame-name-1-2790199/
Kaunas,2006,"101,64",248900,,https://www.aruodas.lt/butai-kaune-senamiestyje-karaliaus-mindaugo-pr-erdvus-4-kamb-butas-kauno-miesto-1-2797857/
Vilnius,1963,29,27550,,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-pramones-g-parduodamas-suremontuotas-butas-naujojoje-1-2797855/
Vilnius,1963,30,28500,,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-pramones-g-parduodamas-suremontuotas-butas-naujojoje-1-2797475/
Vilnius,1963,29,27550,,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-pramones-g-parduodamas-suremontuotas-butas-naujojoje-1-2797473/
Vilnius,1976,28,26999,,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-pramones-g-parduodamas-vieno-kambario-modernus-butas-1-2796973/
Vilnius,1963,29,27550,,https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-pramones-g-parduodamas-suremontuotas-butas-naujojoje-1-2793033/
Klaipėda,1972,78,72000,,https://www.aruodas.lt/butai-klaipedoje-debrecene-taikos-pr-parduodamas-4-kambariu-butas-taikos-pr-1-2797853/
Klaipėda,1972,78,72000,,https://www.aruodas.lt/butai-klaipedoje-debrecene-taikos-pr-parduodamas-4-kambariu-78-kvm-35-a-1-2793111/
Klaipėda,1969,78,72000,,https://www.aruodas.lt/butai-klaipedoje-debrecene-taikos-pr-parduodamas-labai-jaukus-suremontuotas-4-iu-1-2780629/
Kaunas,2019,51,59700,,https://www.aruodas.lt/butai-kaune-romainiuose-gynios-g-pilnai-irengtas-2-kambariu-butas-su-balkonu-1-2797851/
Kaunas,1993,"82,75",79900,"52,96",https://www.aruodas.lt/butai-kaune-silainiuose-naujakuriu-g-parduodamas-erdvus-pilnai-suremontuotas-1-2797849/
Klaipėda,1900,40,64999,,https://www.aruodas.lt/butai-klaipedoje-centre-smilties-pylimo-g-klaipedoje-smilties-pylimo-g-parduodamas-1-2797847/
Klaipėda,1900,40,65000,,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-smilties-pylimo-g-parduodamas-2-kambariu-palepinis-mansadinis-1-2795063/
Klaipėda,1969,56,45000,,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodame-nebrangiai-silta-ir-sauleta-3-ju-1-2727161/
Vilnius,1993,70,94900,,https://www.aruodas.lt/butai-vilniuje-pilaiteje-papilenu-g--pakeistas-buto-suplanavimas-patogiasniam-1-2797845/
Kaunas,1991,38,43000,"19,38",https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-suremontuotas-rekonstruotas-butas-su-baldais-1-2797841/
Kaunas,1990,38,43000,"19,38",https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-parduodamas-38-kvadratu-suremontuotas-ir-1-2794613/
Kaunas,1991,38,43000,"19,38",https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-suremontuotas-butas-su-baldais-ir-buitine-1-2799881/
Kaunas,1991,38,43000,"19,38",https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-suremontuotas-butas-su-baldais-ir-buitine-1-2797829/
Vilnius,1969,45,52900,"38,25",https://www.aruodas.lt/butai-vilniuje-naujininkuose-broliu-g-parduodamas-jaukus-ir-sviesus-2-k-butas-1-2797839/
Vilnius,1969,45,54900,"38,25",https://www.aruodas.lt/butai-vilniuje-naujininkuose-broliu-g-parduodamas-jaukus-ir-sviesus-2-k-butas-1-2794019/
Vilnius,1984,"95,45",144000,"68,72",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-kauno-g-parduodamas-keturiu-kambariu-butas-kauno-1-2797837/
Vilnius,2001,"102,31",163000,,https://www.aruodas.lt/butai-vilniuje-siaures-miestelyje-s-zukausko-g-parduodamas-kokybiskai-irengtas-erdvus-102-1-2797835/
Klaipėda,1969,45,53000,,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodamas-2-ju-kambariu-butas-butas-jaukus-1-2797833/
Klaipėda,1969,45,53000,,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodamas-2-u-kambariu-butas-debreceno-g-1-2789105/
Ukmergės m.,1992,50,25000,,https://www.aruodas.lt/butai-ukmergeje-pivonijos-g-parduodamas-tvarkingas-2-kambariu-butas-1-2797823/
Klaipėda,1901,84,115000,,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-tiltu-g-parduodamas-labai-jaukus-butas-pacioje-1-2640295/
Klaipėda,1901,84,115000,,https://www.aruodas.lt/butai-klaipedoje-centre-tiltu-g-senamiestyje-klaipedoje-3-ju-kambariu-butas-1-2796163/
Klaipėda,1930,84,115000,,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-tiltu-g-parduodamas-isskirtinio-dizaino-3-kambariu-1-2791273/
Klaipėda,1938,84,115000,,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-tiltu-g-parduodamas-senamiestyje-klaipedoje-3-1-2785227/
Klaipėda,1901,84,115000,,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-tiltu-g-pacioje-klaipedos-sirdyje-tiltu-g-trecias-1-2775603/
Klaipėda,1974,64,50000,,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-daugiau-variantu-wwwrenlinalt-1-2797821/
Alytus,1975,"49,59",28000,,https://www.aruodas.lt/butai-alytuje-senamiestyje-pulko-g-parduodamas-2-kambariu-butas-senamiestyje-1-2797819/
Klaipėda,1968,46,64900,,https://www.aruodas.lt/butai-klaipedoje-centre-taikos-pr-parduodu-2-kambariu-buta-4570-kv-m-salia-1-2797817/
Klaipėda,1980,69,71999,,https://www.aruodas.lt/butai-klaipedoje-tauralaukyje-kadagiu-g-klaipedoje-kadagiu-g-parduodamas-trieju-1-2797813/
Klaipėda,1979,69,69000,,https://www.aruodas.lt/butai-klaipedoje-tauralaukyje-kadagiu-g-parduodamas-jaukus-ir-labai-tvarkingas-3-1-2790737/
Klaipėda,1992,52,53000,,https://www.aruodas.lt/butai-klaipedoje-vingio-mikrorajone-smilteles-g-klaipedoje-vingio-raj-smilteles-g-133-1-2797809/
Ukmergės m.,1983,"58,63",49000,,https://www.aruodas.lt/butai-ukmergeje-misku-g-noriu-jums-pasiulyti-apziureti-ir-isigyti-1-2797807/
Palanga,1994,"64,7",56000,,https://www.aruodas.lt/butai-palangoje-vasaros-g-parduodamas-perplanuotas-3-kambariu-butas-1-2797803/
Palanga,1995,65,56000,,https://www.aruodas.lt/butai-palangoje-vasaros-g-vasaros-gatveje-parduodamas-tvarkingas-3-ju-1-2728955/
Kaunas,2004,"81,76",109000,,https://www.aruodas.lt/butai-kaune-fredoje-barkunu-g-parduodamas-tvarkingas-3-ju-kambariu-butas-1-2797801/
Vilnius,2019,"32,18",80000,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2797799/
Vilnius,2019,"32,84",86900,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-parduodamas-gyvenamosios-paskirties-butas-1-2785261/
Vilnius,2019,"32,84",80700,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2784987/
Vilnius,2019,"32,84",80700,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2781343/
Vilnius,2019,"32,84",80700,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2770027/
Vilnius,2019,"31,58",83000,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2760835/
Kaunas,2014,54,86800,,https://www.aruodas.lt/butai-kaune-eiguliuose-kalnieciu-g-parduodamas-2kbutas-prie-kliniku-1-2778681/
Kaunas,1992,37,34500,,https://www.aruodas.lt/butai-kaune-eiguliuose-s-zukausko-g--parduodamas-1kbutas-antrame-namo-aukste-1-2784873/
Kaunas,1992,"36,14",34950,,https://www.aruodas.lt/butai-kaune-eiguliuose-s-zukausko-g-parduodamas-1-kambario-butas-kalnieciuoses-1-2783747/
Kaunas,1988,45,65500,"31,50",https://www.aruodas.lt/butai-kaune-petrasiunuose-r-kalantos-g-kokybiskai-irengtas-2-ju-kamb-butas-prie-1-2797795/
Klaipėda,1962,38,52000,,https://www.aruodas.lt/butai-klaipedoje-centre-rumpiskes-g-parduodamas-2-ju-kambariu-376m2-butas-1-2797793/
Klaipėda,1964,38,52000,,https://www.aruodas.lt/butai-klaipedoje-centre-rumpiskes-g-gyvenviete-klaipedos-m-gatve-rumpiskes-1-2794325/
Vilnius,2019,"30,69",81100,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2797791/
Klaipėda,2008,75,125000,,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-dragunu-g-parduodamas-2-u-kambariu-butas-dragunu-g-2-1-2797789/
Klaipėda,1991,36,33900,,https://www.aruodas.lt/butai-klaipedoje-vingio-mikrorajone-jurininku-pr-klaipedoje-jurininku-pr-parduodamas-1-1-2797787/
Klaipėda,1986,63,69800,,https://www.aruodas.lt/butai-klaipedoje-laukininkuose-vyturio-g-parduodamas-2-u-kambariu-butas-vyturio-g-3-1-2797785/
Klaipėda,2008,89,130000,,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-dragunu-g-dragunu-g-parduodamas-kokybiskai-irengta-3-1-2797229/
Klaipėda,2008,89,130000,,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-dragunu-g-parduodamas-3-kambariu-butas-dragunu-g-37a-1-2789445/
Klaipėda,2008,89,130000,,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-dragunu-g-puikioje-gyvenvieteje-dragunu-g-salia-1-2786979/
Klaipėda,2008,89,129900,,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-dragunu-g-dragunu-g-parduodamas-3k-butas-1-2777981/
Klaipėda,2019,56,127000,,https://www.aruodas.lt/butai-klaipedoje-centre-bangu-g-klaipedos-senamiestyje-salia-jono-kalnelio-1-2797779/
Klaipėda,2019,56,127000,,https://www.aruodas.lt/butai-klaipedoje-centre-bangu-g-apsilankykite-wwwrenlinalt-klaipedos-1-2795301/
Vilnius,2019,"57,24",147000,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2797777/
Vilnius,2019,"57,24",147000,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2774409/
Vilnius,2019,"55,35",141000,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2797775/
Klaipėda,2015,79,105000,,https://www.aruodas.lt/butai-klaipedoje-mazajame-kaimelyje-dragunu-g-parduodamas-triju-kambariu-butas-dragunu-g-1-2797773/
Vilnius,2019,"45,55",119000,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-birzelio-namai-nauja-erdve-igyventoje-1-2797771/
Klaipėda,2008,70,107000,,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-taikos-pr-naujos-statybos-name-parduodamas-3-ju-1-2797765/
Klaipėda,2006,"69,23",107000,,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-taikos-pr-parduodamas-3-ju-kambariu-puikus-butas-1-2783895/
Klaipėda,2006,"69,23",99000,,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-taikos-pr-tobulas-butas-seimai-kuri-vertina-visus-1-2795623/
Klaipėda,2006,69,107000,,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-taikos-pr-parduodsamas-3-ju-kambbutas-arkada-name-1-2792189/
Klaipėda,1990,44,38000,,https://www.aruodas.lt/butai-klaipedoje-banduziuose-vaidaugu-g-parduodame-patogu-ekonomiska-vieno-kambario-1-2797763/
Klaipėda,1990,43,38000,,https://www.aruodas.lt/butai-klaipedoje-banduziuose-vaidaugu-g-parduodamas-patogu-ekonomiska-1-no-kambario-1-2795613/
Klaipėda,1990,44,37999,,https://www.aruodas.lt/butai-klaipedoje-banduziuose-vaidaugu-g-banduziu-rajone-vaidaugu-gatveje-parduodamas-1-2794713/
Vilnius,1978,47,55900,,https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-1-2797761/
Vilnius,2006,"66,98",123913,,https://www.aruodas.lt/butai-vilniuje-avizieniuose-ezeraicio-g-vilon-k-15-8-apartamentai-laukia-seimininku-1-2797759/
Klaipėda,1967,30,38000,,https://www.aruodas.lt/butai-klaipedoje-centre-sausio-15-osios-g-parduodamas-1-kambario-butas-strategiskai-1-2797757/
Klaipėda,1967,"30,1",38000,,https://www.aruodas.lt/butai-klaipedoje-centre-sausio-15-osios-g-parduodamas-1-k-butas-1-2789251/
Klaipėda,1967,30,38000,,https://www.aruodas.lt/butai-klaipedoje-centre-sausio-15-osios-g-parduodamas-1k-butas-30-kvm-55a-sausio-1-2793113/
Klaipėda,1967,"30,1",38000,,https://www.aruodas.lt/butai-klaipedoje-centre-sausio-15-osios-g-parduodamas-1-no-kambario-3010-kvm-55-1-2789699/
Klaipėda,1983,33,39800,,https://www.aruodas.lt/butai-klaipedoje-laukininkuose-laukininku-g-parduodu-jauku-vieno-kambario-33-kvm-buta-1-2797753/
Klaipėda,1983,"33,25",39800,,https://www.aruodas.lt/butai-klaipedoje-laukininkuose-laukininku-g-treciame-aukste-parduodu-vieno-kambario-33-kv-1-2794391/
Kaunas,1972,64,65500,"41,60",https://www.aruodas.lt/butai-kaune-dainavoje-v-kreves-pr-puikaus-isplanavimo-3ju-kambariu-butas-po-1-2797749/
Vilnius,2003,"64,65",107000,"36,20",https://www.aruodas.lt/butai-vilniuje-santariskese-baltupio-g-jeruzaleje-parduodamas-jaukus-ir-siltas-2-1-2797747/
Vilnius,2003,"64,65",107000,"36,20",https://www.aruodas.lt/butai-vilniuje-baltupiuose-baltupio-g-jeruzaleje-parduodamas-jaukus-ir-siltas-2-1-2797745/
Šiauliai,1967,46,28500,"24,38",https://www.aruodas.lt/butai-siauliuose-lieporiuose-rasos-g-parduodamas-2-kamb-butas-rasos-g-lieporiai-1-2797741/
Vilnius,1971,"77,2",65000,,https://www.aruodas.lt/butai-vilniuje-karoliniskese-loretos-asanaviciutes-g-parduodamas-keturiu-kambariu-butas-1-2797739/
Klaipėda,1978,62,65000,,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-baltijos-pr-daugiau-pasiulymu-wwwrenlinalt-1-2797737/
Klaipėda,1985,62,65000,,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-baltijos-pr-parduodamas-suremontuotas-3-kambariu-butas-1-2792331/
Klaipėda,1970,62,65000,,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-baltijos-pr-parduodamas-baltijos-pr-perplanuotas-1-2786267/
Klaipėda,1971,62,65000,,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-baltijos-pr-baltijos-pr-parduodamas-pilnai-irengtas-1-2765495/
Vilnius,1961,120,215000,"87,60",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-a-vienuolio-g-prestizinis-keturiu-kambariu-butas-su-1-2797735/
Šiauliai,1967,"50,18",47500,,https://www.aruodas.lt/butai-siauliuose-centre-zemaites-g-parduodamas-puikus-labai-siltas-2-k-butas-1-2797729/
Šiauliai,1958,38,32000,,https://www.aruodas.lt/butai-siauliuose-gubernijoje-liepu-g-parduodamas-suremontuotas-2-k-butas-liepu-g-1-2797727/
Klaipėda,1971,62,54999,,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-debreceno-g-arciau-taikos-pr-prie-naujakiemio-1-2797713/
Klaipėda,1975,50,40500,,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-naujakiemio-g-naujakiemio-gatveje-parduodamas-2-nepereinamu-1-2797709/
Klaipėda,1975,50,40499,,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-naujakiemio-g-naujakiemio-gatveje-parduodamas-2-nepereinamu-1-2792215/
Klaipėda,1977,50,40400,,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-naujakiemio-g-geroje-vietoje-naujakiemio-g-klaipedoje-1-2782257/
Klaipėda,1976,50,40400,,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-naujakiemio-g-nebrangiai-geroje-vietoje-naujakiemio-g-1-2772217/
Klaipėda,1975,50,40499,,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-naujakiemio-g-klaipedoje-naujakiemio-gatveje-parduodamas-2-1-2755055/
Vilnius,2006,"52,2",93996,,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-ezeraicio-g-vilon-k-14-2-apartamentai-laukia-seimininku-1-2797707/
Klaipėda,1971,64,55000,,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-parduodamas-3-atskiru-kambariu-butas-netoli-1-2797675/
Klaipėda,1971,26,41000,,https://www.aruodas.lt/butai-klaipedoje-debrecene-baltijos-pr-studija-skandinaviskas-stilius-puikiai-1-2797671/
Klaipėda,1971,26,41000,,https://www.aruodas.lt/butai-klaipedoje-debrecene-baltijos-pr-studija-skandinaviskas-stilius-irengtas-1-2766391/
Vilnius,1940,52,156000,"65,00",https://www.aruodas.lt/butai-vilniuje-senamiestyje-saltiniu-g-ramioje-senamiescio-vietoje-saltiniu-g-1-2761983/
Vilnius,1970,18,26000,"15,84",https://www.aruodas.lt/butai-vilniuje-naujininkuose-dariaus-ir-gireno-g-strategiskai-patogioje-naujininku-vietoje-1-2788037/
Palanga,2003,"60,55",132000,,https://www.aruodas.lt/butai-palangoje-s-neries-g-sneries-gatveje-parduodamas-6055-kvm-1-2797659/
Vilnius,1989,62,77000,"55,80",https://www.aruodas.lt/butai-vilniuje-fabijoniskese-s-staneviciaus-g-geroje-vietoje-sstaneviciaus-g-parduodamas-1-2797653/
Vilnius,1961,"46,33",59500,"31,50",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-vytenio-g-parduodamas-2-k-butas-vytenio-g-vilniuje-1-2797649/
Palanga,2013,"41,65",117000,,https://www.aruodas.lt/butai-palangoje-vanagupes-g-vanagupes-gavtveje-salia-pusyno-parduodamas-1-2797647/
Palanga,2013,"68,81",143000,,https://www.aruodas.lt/butai-palangoje-vanagupes-g-vanagupes-gavtveje-salia-pusyno-parduodamas-1-2797645/
Vilnius,1940,33,48000,,https://www.aruodas.lt/butai-vilniuje-zveryne-kestucio-g-parduodamas-butas-su-bendro-naudojimosi-1-2788485/
Vilnius,1940,32,48000,,https://www.aruodas.lt/butai-vilniuje-zveryne-kestucio-g-parduodamas-1-no-kambario-butas-zveryne-1-2788483/
Vilnius,2003,55,93500,,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-ukmerges-g-pasilaiciuose-parduodamas-tvarkingas-irengtas-1-2785631/
Klaipėda,2008,50,74999,,https://www.aruodas.lt/butai-klaipedoje-centre-kuosu-g-parduodamas-2-ju-kambariu-butas-su-vaizdu-i-1-2797635/
Mažeikių m.,2006,"197,83",145000,,https://www.aruodas.lt/butai-mazeikiuose-pavenciu-g-naujos-statybos-198-kvm-irengtas-kotedzas-1-2797633/
Palanga,2020,"60,18",66200,,https://www.aruodas.lt/butai-palangoje-mokyklos-g-kvieciu-jus-susipazinti-su-elijos-projektu-1-2751291/
Vilnius,1999,"52,43",90000,"30,41",https://www.aruodas.lt/butai-vilniuje-santariskese-rugiu-g-ramioje-jeruzales-dalyje-parduodamas-jaukus-1-2788925/
Vilnius,1999,"52,43",90000,"30,41",https://www.aruodas.lt/butai-vilniuje-visoriuose-rugiu-g-ramioje-jeruzales-dalyje-parduodamas-jaukus-1-2739907/
Vilnius,1999,"52,43",90000,"30,41",https://www.aruodas.lt/butai-vilniuje-jeruzaleje-rugiu-g-ramioje-jeruzales-dalyje-parduodamas-jaukus-1-2738025/
Vilnius,2015,"68,07",129900,"24,51",https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-jonazoliu-g-parduodamas-modernus-ir-sviesus-2-ju-kambariu-1-2724175/
Kaunas,1984,"59,9",69999,,https://www.aruodas.lt/butai-kaune-eiguliuose-asigalio-g-1-2792269/
Vilnius,2008,"42,41",74900,"17,81",https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-giruliu-g-parduodamas-2k-butas-pasilaiciuose-su-1-2767967/
Vilnius,2013,50,125000,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-mindaugo-g-parduodamas-2-k-butas-naujamiestyje-1-2797627/
Vilnius,2015,48,129600,"20,64",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-mindaugo-g-parduodamas-stilingas-sviesus-ir-puikiai-1-2793395/
Vilnius,2015,48,129600,"20,64",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-mindaugo-g-parduodamas-kokybiskai-ir-stilingai-irengtas-1-2799419/
Vilnius,2015,48,139000,"20,64",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-mindaugo-g-the-apartments-are-for-sale-together-with-1-2783321/
Vilnius,2016,"92,06",285000,,https://www.aruodas.lt/butai-vilniuje-snipiskese-zalgirio-g-atvykit-apziureti-ir-pasiulyti-savo-kaina-1-2797623/
Vilnius,2016,"92,06",285000,,https://www.aruodas.lt/butai-vilniuje-snipiskese-zalgirio-g-atvykit-apziureti-ir-pasiulyti-savo-kaina-1-2788675/
Vilnius,2019,"51,79",98000,,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-kvieciu-g-parduodamas-2-kambariu-irengtas-butas-1-2797619/
Kaunas,1973,44,48000,"25,96",https://www.aruodas.lt/butai-kaune-vilijampoleje-kulvos-g-noredami-susisiekti-su-brokeriu-skambinkite-1-2797617/
Vilnius,2002,75,134900,"34,50",https://www.aruodas.lt/butai-vilniuje-siaures-miestelyje-s-zukausko-g-parduodamas-75-kvm-sviesus-bei-jaukus-3-1-2797615/
Akmenės r. sav.,1981,"79,22",4800,,https://www.aruodas.lt/butai-akmeneje-sablauskiu-k-zalioji-g-ramiame-sablauskiu-kaime-tik-11-km-nuo-1-2797613/
Šiauliai,2009,"36,46",66000,,https://www.aruodas.lt/butai-siauliuose-centre-v-kudirkos-g-prie-sporto-maniezo-stadiono-parduodamas-12-1-2797609/
Trakų r. sav.,1987,54,34000,,https://www.aruodas.lt/butai-trakuose-rudiskiu-k-parduodamas-2-ju-kambariu-butas-rudiskese-1-2797607/
Klaipėda,2008,67,108999,,https://www.aruodas.lt/butai-klaipedoje-centre-kuosu-g-kuosu-gatveje-parduodamas-2-ju-kambariu-butas-1-2797595/
Klaipėda,2012,"67,26",109000,,https://www.aruodas.lt/butai-klaipedoje-vetrungeje-kuosu-g--panoraminis-butas-33-iame-aukste-su-1-2785741/
Vilnius,1963,30,54000,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-tvereciaus-g-salia-misko-parduodamas-1-kambario-sviesus-ir-1-2797593/
Vilnius,2000,149,315000,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-v-grybo-g-parduodamas-4-kambariu-149-kvm-butas-per-1-2797591/
Vilnius,2008,54,82000,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-vytenio-g-parduodamas-2-kambariu-54-kvm-butas-1-2797589/
Vilnius,2008,"53,18",87800,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-vytenio-g-loftas-puikiai-tinka-investicijai-sildymas-1-2794587/
Klaipėda,1977,"35,94",45500,,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-kretingos-g-parduodamas-ekonomiskas-vieno-kambario-butas-1-2797585/
Palanga,1970,83,84000,,https://www.aruodas.lt/butai-palangoje-j-janonio-g-parduodamas-4-kambariu-butas-jjanonio-g-1-2797581/
Vilnius,2019,"30,39",84100,,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-statybininku-g-parduodamas-labai-sviesus-pilnai-irengtas-1-2797579/
Klaipėda,2003,97,133000,,https://www.aruodas.lt/butai-klaipedoje-zardininkuose-statybininku-pr-parduodamas-puikiai-irengtas-naujos-statybos-1-2797577/
Kaunas,1958,"49,33",53900,,https://www.aruodas.lt/butai-kaune-petrasiunuose-r-kalantos-g-parduodamas-pilnai-suremontuotas-2kamb-1-2797571/
Kaunas,1977,51,56900,"37,23",https://www.aruodas.lt/butai-kaune-kalnieciuose-siaures-pr-parduodamas-myletas-ir-priziuretas-2-kambariu-1-2797569/
Panevėžys,1962,"41,83",31000,"40,99",https://www.aruodas.lt/butai-panevezyje-centre-liepu-al-parduodamas-2-k-butas-liepu-al-panevezyje-1-2797561/
Akmenės r. sav.,1972,"82,71",2100,,https://www.aruodas.lt/butai-akmeneje-vegeriu-k-klevu-g-vi-turto-bankas-im-k-112021042-buveine-1-2744637/
Akmenės r. sav.,1981,"31,33",1800,,https://www.aruodas.lt/butai-akmeneje-naujosios-akmenes-m-ramuciu-g-vi-turto-bankas-im-k-112021042-buveine-1-2744649/
Kėdainių m.,1976,"34,1",10900,,https://www.aruodas.lt/butai-kedainiuose-geguciu-g-buta-reikia-kuo-skubiau-parduoti-kaina-su-1-2797557/
Vilnius,1984,"22,17",18000,"23,28",https://www.aruodas.lt/butai-vilniuje-zemuosiuose-paneriuose-vaduvos-g-parduodamas-jaukus-ir-sviesus-pilnai-1-2797553/
Kaunas,1995,74,85000,,https://www.aruodas.lt/butai-kaune-zaliakalnyje-j-zemgulio-g-parduodamas-2-k-butas-jzemgulio-gatveje-1-2797551/
Vilnius,2007,"84,26",119900,"44,66",https://www.aruodas.lt/butai-vilniuje-santariskese-bajoru-kel-parduodamas-3-ju-kambariu-butas-bajoru-1-2797547/
Vilnius,2007,"84,26",119900,"44,66",https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-parduodamas-3-ju-kambariu-butas-bajoru-1-2797545/
Vilnius,2007,"84,26",119900,"44,66",https://www.aruodas.lt/butai-vilniuje-visoriuose-bajoru-kel-parduodamas-3-ju-kambariu-butas-bajoru-1-2797549/
Kaunas,1956,52,41900,,https://www.aruodas.lt/butai-kaune-petrasiunuose-r-kalantos-g-butas-randasi-geroje-vietoje-salia-namo-1-2773905/
