city,years,area,price,avg_heat_per_m,url
Vilnius,2015,"55,55",150000,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-vytauto-zalakeviciaus-g-patraukliame-rajone-antakalnyje-berzu-1-2794041/
Plungės m.,1986,"76,75",52000,,https://www.aruodas.lt/butai-plungeje-a-jucio-g-parduodamas-3-ju-kambariu-butas-ajucio-g-32-1-2734697/
Kaunas,1954,49,91000,,https://www.aruodas.lt/butai-kaune-centre-maironio-g-kapitalinis-remontas-pakeisti-vamzdynai-1-2792995/
Panevėžys,2007,"99,49",149000,"45,77",https://www.aruodas.lt/butai-panevezyje-klaipedos-klaipedos-g-parduodamas-sviesus-erdvus-modernaus-1-2778337/
Panevėžys,1991,"52,7",48000,"52,17",https://www.aruodas.lt/butai-panevezyje-kniaudiskyje-kniaudiskiu-g-parduodamas-2-kambariu-butas-kniaudiskiu-1-2763487/
Pakruojo r. sav.,1990,"64,84",13000,,https://www.aruodas.lt/butai-pakruojyje-petrasiunu-k-stoties-g-1-2688431/
Vilnius,2007,"58,3",103000,"39,06",https://www.aruodas.lt/butai-vilniuje-senamiestyje-sv-stepono-g-unikaliame-vilniaus-senamiestyje-parduodamas-1-2760693/
Vilnius,2009,"38,92",68000,"24,91",https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-dociskiu-g-nt-agenturuagentu-paslaugostarpininkavimas-1-2763361/
Klaipėda,2008,52,79000,,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-baltijos-pr-parduodamas-2-kambariu-butas-baltijos-pr-su-1-2793493/
Kaunas,2008,"94,86",129000,"45,53",https://www.aruodas.lt/butai-kaune-kalnieciuose-savanoriu-pr-isskirtinio-isplanavimo-keturiu-kambariu-1-2778285/
Jonavos m.,1983,"51,52",37500,,https://www.aruodas.lt/butai-jonavoje-chemiku-g-parduodamas-dvieju-kambariu-butas-irengtas-1-2778265/
Vilnius,1973,33,51500,,https://www.aruodas.lt/butai-vilniuje-karoliniskese-vytauto-vaitkaus-g-be-tarpininku-parduodamas-sviesus-ir-siltas-1-1-2748517/
Kelmės r. sav.,1986,80,27000,,https://www.aruodas.lt/butai-kelmeje-tytuvenu-m-sodu-g-parduodamas-butas-parduodamas-jaukus-80m2-1-2763323/
Kaunas,1993,37,38600,"27,01",https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-rezervuotas-butas-parduodamas-erdvus-1-2793901/
Kėdainių r. sav.,1961,90,37800,,https://www.aruodas.lt/butai-kedainiuose-vilainiu-k-melioratoriu-g-tik-420-eur-uz-kvm-irengtas-erdvus-4-k-1-2793889/
Vilnius,1940,"51,8",244990,,https://www.aruodas.lt/butai-vilniuje-senamiestyje-pilies-g-siulome-jums-reta-galimybe-isigyti-autentiska-1-2763293/
Vilnius,1962,29,59000,"31,90",https://www.aruodas.lt/butai-vilniuje-naujininkuose-zanavyku-g-parduodamas-puikus-1-kambario-butas-ne-1-2793781/
Klaipėda,2014,"58,04",57750,,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-1-2747583/
Neringos m.,1872,62,155000,,https://www.aruodas.lt/butai-neringoje-skruzdynes-g-ieskome-pirkejo-vertinancio-pavelda-ir-1-2714837/
Vilnius,2015,38,141000,"19,76",https://www.aruodas.lt/butai-vilniuje-senamiestyje-vingriu-g-be-tarpininku-nt-agentai-nepageidaujami-1-2763281/
Vilnius,1987,50,57400,"45,50",https://www.aruodas.lt/butai-vilniuje-justiniskese-gabijos-g-parduodamas-2-ju-kambariu-butas-siuo-metu-1-2793497/
Palanga,2012,47,75500,,https://www.aruodas.lt/butai-palangoje-vasaros-g-parduodamas-labai-ekonomiskas-sviesus-ir-1-2777853/
Ignalinos m.,1960,46,35000,,https://www.aruodas.lt/butai-ignalinoje-aukstaiciu-g-1-2752465/
Klaipėda,2010,"52,5",77000,,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-taikos-pr-parduodamas-kokybiskai-irengtas-2-k-butas-1-2748971/
Vilnius,1987,50,57400,"45,50",https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-gabijos-g-parduodamas-2-ju-kambariu-butas-siuo-metu-1-2793489/
Vilnius,1984,63,67000,,https://www.aruodas.lt/butai-vilniuje-naujininkuose-rudaminos-g-rami-vieta-arti-centro-vienas-savininkas-1-2777639/
Klaipėda,2012,35,57000,,https://www.aruodas.lt/butai-klaipedoje-centre-azuolu-g-klp-centrineje-dalyje-namo-dali-su-ukiniu-1-2763213/
Kėdainių m.,1970,44,25500,,https://www.aruodas.lt/butai-kedainiuose-p-luksio-g-parduodamas-pilnai-suremontuotas-butas-netoli-1-2793477/
Vilnius,1989,68,73000,"52,36",https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-zemynos-g-vidurine-laiptine-siltas-ketvirtas-aukstas-1-2793407/
Vilnius,1987,"52,07",62500,"36,45",https://www.aruodas.lt/butai-vilniuje-seskineje-gelvonu-g-parduodamas-sviesus-ir-gero-isplanavimo-52-kv-1-2793369/
Vilnius,1986,70,90000,,https://www.aruodas.lt/butai-vilniuje-justiniskese-laisves-pr-parduodamas-erdvus-ir-jaukus-3-izoliuotu-1-2763169/
Klaipėda,1989,55,53000,,https://www.aruodas.lt/butai-klaipedoje-budelkiemio-g-parduodamas-2-kambariu-butas-su-holu-1-2616975/
Mažeikių m.,1983,"64,73",29000,,https://www.aruodas.lt/butai-mazeikiuose-naftininku-g-parduodamas-tvarkingas-3-kambariu-butas-bute-1-2763147/
Vilnius,1970,"47,48",74900,"31,81",https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-parduodamas-2-kambariu-butas-su-dvejais-1-2777253/
Šiauliai,1966,45,43000,"27,90",https://www.aruodas.lt/butai-siauliuose-zaliukiuose-aukstabalio-g-parduodamas-perplanuotas-2-kambariu-butas-1-2793173/
Kaunas,2019,50,87500,,https://www.aruodas.lt/butai-kaune-vilijampoleje-paneriu-g-parduodame-50-kvadratu-2-kambariu-naujos-1-2793155/
Vilnius,1973,64,59000,,https://www.aruodas.lt/butai-vilniuje-karoliniskese-algimanto-petro-kavoliuko-g-parduodamas-3-ju-kambariu-butas-karoliniskese-1-2792637/
Jonavos r. sav.,1980,36,9900,,https://www.aruodas.lt/butai-jonavoje-ruklos-mstl-ruklio-g-parduodu-1-no-kambario-buta-rukloje-pirmame-1-2200775/
Molėtų r. sav.,1967,40,32500,,https://www.aruodas.lt/butai-moletuose-arnioniu-i-k-dvaro-g-parduodamas-2k-butas-su-visais-baldais-ir-1-2733257/
Šiauliai,1973,18,7000,"19,44",https://www.aruodas.lt/butai-siauliuose-lieporiuose-tilzes-g-parduodu-1-kamb-bendrabuti3-aukstas-langai-i-1-2792761/
Kaunas,1960,45,37500,"25,65",https://www.aruodas.lt/butai-kaune-vilijampoleje-k-griniaus-g-parduodamas-butas-itin-geroje-vilijampoles-1-2776795/
Druskininkų m.,1952,"42,43",78000,,https://www.aruodas.lt/butai-druskininkuose-antakalnio-g-parduodamas-2-kambariu-butas-su-atskira-1-2654771/
Klaipėda,1989,77,57500,,https://www.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-1-2792833/
Šiauliai,1975,53,43000,,https://www.aruodas.lt/butai-siauliuose-lieporiuose-krymo-g-1-2776723/
Vilnius,2003,"52,37",125000,,https://www.aruodas.lt/butai-vilniuje-zirmunuose-sporto-g-parduodamas-turintis-daug-privalumu-2-1-2792783/
Klaipėda,1981,"33,44",39800,,https://www.aruodas.lt/butai-klaipedoje-zvejybos-uoste-sulupes-g-antrame-aukste-parduodu-jauku-vieno-kambario-1-2792787/
Klaipėda,1976,33,39900,,https://www.aruodas.lt/butai-klaipedoje-vingio-mikrorajone-silutes-pl-parduodu-jauku-vieno-kambario-33-kvm-buta-1-2792779/
Klaipėda,1978,"33,08",39999,,https://www.aruodas.lt/butai-klaipedoje-zardininkuose-taikos-pr-taikos-pr-parduodu-vieno-kambario-33-kvm-1-2792763/
Klaipėda,1985,"33,15",39999,,https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-naujakiemio-g-prie-taikos-pr-ir-egles-turgaus-parduodu-1-2792747/
Šiauliai,1987,"36,15",29000,"19,88",https://www.aruodas.lt/butai-siauliuose-dainiuose-geguziu-g-be-tarpininku-triju-laiptiniu-name-1-2776655/
Šiauliai,1968,34,12900,"28,90",https://www.aruodas.lt/butai-siauliuose-centre-varpo-g-parduodamas-2-kambariu-butas-su-maza-1-2707733/
Vilnius,2016,"67,51",199000,,https://www.aruodas.lt/butai-vilniuje-antakalnyje-valakupiu-g-objekto-aprasymas-parduodamas-naujos-1-2792709/
Klaipėda,2019,47,120000,,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-bangu-g-parduodamas-ka-tik-puikiai-irengtas-gero-1-2762901/
Šiauliai,1977,16,11000,,https://www.aruodas.lt/butai-siauliuose-centre-varpo-g-1-kamb-butas-siauliu-centre-skubiai-1-2615283/
Palanga,2001,"58,62",250000,,https://www.aruodas.lt/butai-palangoje-birutes-al-parduodamas-prabangiai-irengtas-butas-birutes-1-2792425/
Vilnius,1989,"35,63",46000,"29,22",https://www.aruodas.lt/butai-vilniuje-fabijoniskese-p-zadeikos-g-parduodamas-jaukus-siltas-1-k-butas-1-2775391/
Jurbarko m.,1990,55,28000,,https://www.aruodas.lt/butai-jurbarke-kestucio-g-butas-dalinai-visas-isremontuotas-truksta-1-2738013/
Kauno r. sav.,1993,52,49500,,https://www.aruodas.lt/butai-kauno-rajone-garliavos-m-vasario-16-osios-g-parduodamas-2-ju-kambariu-butas-su-1-2776559/
Vilnius,2012,63,207000,,https://www.aruodas.lt/butai-vilniuje-valakampiuose-elniakampio-g-rysys-su-gamta-valakampiu-ramybeje-1-2792327/
Radviliškio m.,1964,"42,26",19000,,https://www.aruodas.lt/butai-radviliskyje-radvilu-g-1-2762627/
Utenos m.,1975,18,11999,,https://www.aruodas.lt/butai-utenoje-vyturiuose-vaizganto-g-paroduodamas-butas-bendrabucio-typo-name-1-2791903/
Vilnius,1963,46,81000,"24,84",https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-norite-gyventi-visai-salia-centro-rytais-ir-1-2791205/
Pasvalio m.,1979,"11,44",3400,,https://www.aruodas.lt/butai-pasvalyje-vilniaus-g-parduodamas-kambarys-parduodamas-kambarys-1-2762541/
Klaipėda,1958,76,94900,,https://www.aruodas.lt/butai-klaipedoje-centre-sauliu-g-skubiai-parduoda-savininkas-parduodamas-1-2714159/
Panevėžys,1964,40,22900,,https://www.aruodas.lt/butai-panevezyje-centre-vilniaus-g-parduodamas-2-kambariu-butas-miesto-centre-1-2710275/
Palanga,1983,66,70000,,https://www.aruodas.lt/butai-palangoje-sauletekio-tak-palanga-sauletekis-penthouse-1-2607335/
Vilnius,1983,81,98000,"63,99",https://www.aruodas.lt/butai-vilniuje-justiniskese-taikos-g-parduodamas-4-atskiru-kambariu-tamsus-1-2762445/
Marijampolės m.,1959,55,35000,,https://www.aruodas.lt/butai-marijampoleje-kareivineje-vytauto-g-parduodamas-2-kambariu-butas-nestandartinio-1-2762417/
Telšių m.,1975,"50,56",30000,,https://www.aruodas.lt/butai-telsiuose-dariaus-ir-gireno-g-parduodamas-2k-butas-renovuotame-name-1-2762387/
Vilnius,1960,50,120000,"83,00",https://www.aruodas.lt/butai-vilniuje-uzupyje-paupio-g-3-ju-kambariu-butas-uzupyje-paupio-g-1-2762319/
Mažeikių m.,1975,51,60000,,https://www.aruodas.lt/butai-mazeikiuose-zemaitijos-g-1-2791605/
Vilnius,1984,"52,14",64000,"42,23",https://www.aruodas.lt/butai-vilniuje-seskineje-ukmerges-g-parduodamas-erdvus-2-kambariu-butas-2-tame-1-2776337/
Plungės m.,1992,38,45000,,https://www.aruodas.lt/butai-plungeje-j-tumo-vaizganto-g-parduodamas-butas-1-2762265/
Vilnius,2007,"50,3",123900,"33,70",https://www.aruodas.lt/butai-vilniuje-senamiestyje-sv-stepono-g-parduodamas-2-kambariu-butas-senamiesy-sv-1-2698157/
Vilnius,2019,"60,2",119900,,https://www.aruodas.lt/butai-vilniuje-pilaiteje-tolminkiemio-g-siuolaikiskai-moderniai-ir-kokybiskai-1-2791133/
Plungės m.,1992,38,45000,,https://www.aruodas.lt/butai-plungeje-j-tumo-vaizganto-g-parduodamas-butas-1-2762265/
Vilnius,2007,"50,3",123900,"33,70",https://www.aruodas.lt/butai-vilniuje-senamiestyje-sv-stepono-g-parduodamas-2-kambariu-butas-senamiesy-sv-1-2698157/
Vilnius,2019,"60,2",119900,,https://www.aruodas.lt/butai-vilniuje-pilaiteje-tolminkiemio-g-siuolaikiskai-moderniai-ir-kokybiskai-1-2791133/
Kaunas,1968,"61,23",53000,"32,45",https://www.aruodas.lt/butai-kaune-dainavoje-v-kreves-pr-nestandartinis-triju-kambariu-butas-6123kvm-1-2797029/
Vilnius,1940,52,165000,"44,20",https://www.aruodas.lt/butai-vilniuje-senamiestyje-j-basanaviciaus-g-sauletas-ir-jaukus-butas-parduodamas-1-2758993/
Kaunas,1982,83,83000,"49,80",https://www.aruodas.lt/butai-kaune-kalnieciuose-p-luksio-g-parduodamas-be-tarpininku-erdvus-keturiu-1-2790981/
Kelmės r. sav.,1980,"53,26",10000,,https://www.aruodas.lt/butai-kelmeje-uzvencio-m-p-visinskio-g-yra-vandentiekis-kanalizacija-sildymas-1-2701919/
Vilnius,2006,"143,29",635000,,https://www.aruodas.lt/butai-vilniuje-senamiestyje-mesiniu-g-ieskantiems-prabangos-ir-jaukumo-pacioje-1-2716809/
Biržų r. sav.,1988,"76,78",21999,,https://www.aruodas.lt/butai-birzuose-rinkuskiu-k-rinkuskiu-g-butas-vidurineje-laiptineje-naujai-1-2763515/
Šiauliai,1969,"44,5",29900,"23,14",https://www.aruodas.lt/butai-siauliuose-lieporiuose-statybininku-g-be-tarpininku-parduodamas-2-kambariu-butas-1-2790915/
Klaipėda,1979,74,52000,,https://www.aruodas.lt/butai-klaipedoje-zvejybos-uoste-sulupes-g-parduodamas-4-k-74-m2-butas-tarkingas-1-2745929/
Neringos m.,2014,64,85000,,https://www.aruodas.lt/butai-neringoje-purvynes-g-parduodamas-kotedzas-kuriame-irengti-du-1-2715605/
Elektrėnų m.,1972,"33,2",20500,,https://www.aruodas.lt/butai-elektrenuose-sviesos-g-parduodamas-1-kambario-butas-5-aukste-1-2742617/
Klaipėda,1978,50,55430,,https://www.aruodas.lt/butai-klaipedoje-zardininkuose-zardininku-g-parduodamas-butas-labai-geroje-vietoje-1-2761713/
Klaipėda,1981,52,54900,,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-alksnynes-g-savininke-parduoda-2-k-buta-alksnynes-g-2-1-2761697/
Neringos m.,2008,"64,67",210000,,https://www.aruodas.lt/butai-neringoje-purvynes-g-isskirtinis-butas-ant-su-privacia-20-kvm-1-2746951/
Kaunas,1977,62,49900,"50,22",https://www.aruodas.lt/butai-kaune-aukstuosiuose-sanciuose-prancuzu-g-parduodamas-3-ju-kambariu-butas-aukstuosiose-1-2773261/
Klaipėda,1965,28,35000,,https://www.aruodas.lt/butai-klaipedoje-centre-kooperacijos-g-kooperacijos-g-savininkai-parduoda-1k-but-1-2790839/
Klaipėdos r. sav.,1992,"76,65",74000,,https://www.aruodas.lt/butai-klaipedos-rajone-gargzdu-m-dariaus-ir-gireno-g-parduodamas-gargzduose-3-kambariu-butas-su-1-2761563/
Kėdainių m.,1972,50,27000,,https://www.aruodas.lt/butai-kedainiuose-liepu-al-jaukus-ir-siltas-butas-ramioje-vietoje-salia-1-2765027/
Vilniaus r. sav.,1992,54,63000,,https://www.aruodas.lt/butai-vilniaus-rajone-rudaminos-k-gamyklos-g-parduodamas-2-kambariu-butas-su-visais-jame-1-2048645/
Ukmergės r. sav.,1970,66,14000,,https://www.aruodas.lt/butai-ukmergeje-sventupes-k-a-vienuolio-g-dvieju-kambariu-butasdidele-virtuve-1-2790801/
Vilnius,2018,60,103000,"20,40",https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-pavilnioniu-g-parduodamas-sviesus-pilnai-irengtas-3-1-2790795/
Klaipėda,2007,"75,35",109000,,https://www.aruodas.lt/butai-klaipedoje-melnrageje-dragunu-g-1-2761433/
Vilnius,2002,57,87000,,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-kazio-borutos-g-parduodamas-kokybiskas-naujos-statybos-1-2780383/
Kaunas,1995,"50,54",59000,"26,79",https://www.aruodas.lt/butai-kaune-silainiuose-baltu-pr-1-2790765/
Vilnius,2003,"73,82",199000,"45,03",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-mindaugo-g-tiesiai-is-savininko-jokiu-agenturu-jokiu-1-2775989/
Vilnius,2014,"20,86",47000,,https://www.aruodas.lt/butai-vilniuje-zirmunuose-kalvariju-g-parduodamas-pilnai-irengtas-21-kvm-butas-1-2761225/
Kaunas,1979,"50,12",62000,"25,06",https://www.aruodas.lt/butai-kaune-kalnieciuose-savanoriu-pr-parduodamas-butas-treciame-aukste-is-devyniu-1-2790749/
Šilalės m.,1985,"36,91",26000,,https://www.aruodas.lt/butai-silaleje-vytauto-didziojo-g-1-2790745/
Elektrėnų sav.,1965,45,32000,,https://www.aruodas.lt/butai-elektrenuose-vievio-m-kauno-skg-parduodamas-jaukus-ir-tvarkingas-dvieju-1-2760159/
Klaipėda,1986,44,41000,,https://www.aruodas.lt/butai-klaipedoje-baltijos-mikrorajone-laukininku-g-parduodame-vieno-kambario-buta-su-holu-1-2761095/
Klaipėda,1980,54,70000,,https://www.aruodas.lt/butai-klaipedoje-alksnyneje-taikos-pr-savininkas-parduoda-kokybiskomis-medziagomis-1-2758647/
Trakų r. sav.,1983,"63,85",53000,,https://www.aruodas.lt/butai-trakuose-lentvario-m-ezero-g-parduodamas-jaukus-3-ju-kambariu-butas-1-2760939/
Kaunas,1983,"18,01",20900,"8,28",https://www.aruodas.lt/butai-kaune-eiguliuose-kalnieciu-g-parduodamas-18kv-vieno-kambario-bendrabucio-1-2790677/
Šiaulių r. sav.,1965,78,45000,,https://www.aruodas.lt/butai-siauliu-rajone-kairiu-mstl-salduves-g-butas-4-kambariu-virtuve-tualetas-kartu-su-1-2760993/
Panevėžys,1977,"50,96",34000,"33,12",https://www.aruodas.lt/butai-panevezyje-klaipedos-statybininku-g-parduodamas-2-kambariu-butas-pirmame-aukste-1-2745737/
Trakų r. sav.,1978,"37,59",29999,,https://www.aruodas.lt/butai-trakuose-senuju-traku-k-traku-g-parduodamas-pilnai-irengtas-butas-siuo-1-2609279/
Ukmergės m.,1962,"41,49",21000,,https://www.aruodas.lt/butai-ukmergeje-maironio-g-parduodamas-2-kambariu-butas-maironio-g-1-2760937/
Klaipėda,1991,59,58000,,https://www.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-parduodamas-2-su-holu-59-kv-butas-banduziu-1-2790625/
Utenos m.,1969,"45,25",34000,,https://www.aruodas.lt/butai-utenoje-vyturiuose-vaizganto-g-parduodamas-jaukus-butas-utenoje-1-2620891/
Vilnius,2019,"24,81",65000,,https://www.aruodas.lt/butai-vilniuje-zirmunuose-jurgio-lebedzio-g-parduodamas-2481-m2-kompaktiskas-butas-1-2790613/
Kaunas,1973,44,39500,"27,28",https://www.aruodas.lt/butai-kaune-dainavoje-partizanu-g-parduodamas-dvieju-kambariu-butas-su-balkonu-1-2760871/
Kauno r. sav.,1973,"67,69",35000,,https://www.aruodas.lt/butai-kauno-rajone-babtu-mstl-kedainiu-g-parduodamas-dvieju-kambariu-butas-kauno-raj-1-2760869/
Neringos m.,2006,"44,07",198900,,https://www.aruodas.lt/butai-neringoje-pervalkos-g-parduodami-puikus-moderniai-irengti-1-2760863/
Ukmergės m.,1975,"69,2",33000,,https://www.aruodas.lt/butai-ukmergeje-j-basanaviciaus-g-parduodamas-3-kambariu-butas-j-basanaviciaus-1-2760825/
Vilniaus r. sav.,2018,78,101400,,https://www.aruodas.lt/butai-vilniaus-rajone-klevines-vs-senasis-ukmerges-kel-naujas-isskirtiniu-butu-projektas-klevineje-1-2711277/
Radviliškio m.,1982,"54,6",27000,,https://www.aruodas.lt/butai-radviliskyje-ausros-a-parduodamas-didelis-ir-sviesus-2-nepereinamu-1-2790585/
Palanga,2008,37,90000,,https://www.aruodas.lt/butai-palangoje-vanagupes-g-1-2760791/
Vilnius,1984,35,79600,"28,35",https://www.aruodas.lt/butai-vilniuje-antakalnyje-filaretu-g-be-tarpininku-parduodamas-tvarkingai-irengtas-1-2775463/
Radviliškio m.,1982,"54,6",27000,,https://www.aruodas.lt/butai-radviliskyje-ausros-a-parduodamas-didelis-ir-sviesus-2-nepereinamu-1-2790585/
Palanga,2008,37,90000,,https://www.aruodas.lt/butai-palangoje-vanagupes-g-1-2760791/
Vilnius,1984,35,79600,"28,35",https://www.aruodas.lt/butai-vilniuje-antakalnyje-filaretu-g-be-tarpininku-parduodamas-tvarkingai-irengtas-1-2775463/
Kaunas,1992,"30,35",31000,"28,23",https://www.aruodas.lt/butai-kaune-dainavoje-taikos-pr-parduodamas-1-o-kambario-butas-dainavos-1-2790553/
Vilnius,1984,"21,57",46000,,https://www.aruodas.lt/butai-vilniuje-zveryne-seliu-g-ka-tik-naujai-irengtas-su-baldais-ir-buitine-1-2790525/
Vilnius,1989,"67,29",72500,"54,50",https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-pasilaiciu-g-be-tarpininku-parduodamas-jaukus-tvarkingas-1-2790483/
Palanga,2017,"25,12",74192,,https://www.aruodas.lt/butai-palangoje-vytauto-g-apie-apartamentus-kokybiskas-poilsis-1-2212673/
Palanga,2016,"68,11",197500,,https://www.aruodas.lt/butai-palangoje-ajeru-g-aprasymas-vidines-sienos-pertvaros-fasadas-1-2212657/
Palanga,2016,41,120700,,https://www.aruodas.lt/butai-palangoje-ajeru-g-aprasymas-vidines-sienos-pertvaros-fasadas-1-2212645/
Elektrėnų m.,1970,"78,5",70000,,https://www.aruodas.lt/butai-elektrenuose-sviesos-g--naujai-ir-kokybiskai-irengtas-butas-1-2774685/
Kaunas,1956,65,82000,"44,20",https://www.aruodas.lt/butai-kaune-zaliakalnyje-k-petrausko-g-be-brokeriu-parduodamas-2-kambariu-butas-1-2448679/
Kaunas,1967,44,53000,,https://www.aruodas.lt/butai-kaune-dainavoje-v-kreves-pr-parduodamas-butas-kaune-vkreves-pr-butas-1-2775163/
Plungės m.,1990,"54,25",50000,,https://www.aruodas.lt/butai-plungeje-a-jucio-g-parduodamas-2-kamb-su-maz-holu-butas-5425-1-2760381/
Palanga,2008,160,110000,,https://www.aruodas.lt/butai-palangoje-druskininku-g-parduodamas-butas-su-atskiru-iejimu-yra-1-2715357/
Vilnius,2019,46,87800,,https://www.aruodas.lt/butai-vilniuje-pilaiteje-tolminkiemio-g-parduodamas-2-ju-kambariu-butas-su-kokybiska-1-2790351/
Vilnius,1985,44,65000,"35,20",https://www.aruodas.lt/butai-vilniuje-fabijoniskese-s-staneviciaus-g-naujai-irengtas-butas-daugiau-informacijos-1-2760313/
Panevėžys,1990,"63,29",47500,"62,66",https://www.aruodas.lt/butai-panevezyje-kniaudiskyje-kniaudiskiu-g-parduodamas-tvarkingas-3k-butas-kniaudiskiu-1-2760279/
Kaunas,1987,82,76600,,https://www.aruodas.lt/butai-kaune-silainiuose-kursiu-g-naujai-suremontuotas-butas-be-tarpininku-1-2760267/
Panevėžio r. sav.,1979,"69,65",16900,,https://www.aruodas.lt/butai-panevezio-rajone-berniunu-k-jaunimo-g-3-kambariu-butas-berniunu-k-namas-namo-1-2760211/
Palanga,2007,50,90000,,https://www.aruodas.lt/butai-palangoje-vanagupes-g-ramioje-vanagupes-g-visai-salia-pusyno-1-2774979/
Marijampolės m.,1989,"77,63",48000,,https://www.aruodas.lt/butai-marijampoleje-mokoluose-mokolu-g-parduodamas-4-kambariu-su-dviem-balkonais-1-2759571/
Širvintų m.,1975,"70,92",46000,,https://www.aruodas.lt/butai-sirvintose-mindaugo-g-4-kambariu-butas-parduodamas-4-kambariu-1-2760175/
Vilnius,2007,57,119000,,https://www.aruodas.lt/butai-vilniuje-zirmunuose-trinapolio-g-parduodame-2-kamb-57-kv-m-buta-su-dideliu-1-2790211/
Alytus,1974,65,28000,,https://www.aruodas.lt/butai-alytuje-putinuose-a-jonyno-g-buto-pardavimas-buto-langai-orientuoti-i-dvi-1-2712299/
Vilnius,1973,78,79900,,https://www.aruodas.lt/butai-vilniuje-snipiskese-kalvariju-g-parduodame-pilnai-irengta-buta-su-visais-1-2760085/
Klaipėda,2009,86,112000,,https://www.aruodas.lt/butai-klaipedoje-vetrungeje-kuosu-g-buta-sudaro-2-miegamieji-didele-virtuves-ir-1-2717689/
Palanga,2007,29,49900,,https://www.aruodas.lt/butai-palangoje-vanagupes-g-parduodu-1k-vanagupes-g-26-palanga-be-1-2760059/
Šilalės m.,1984,48,33000,,https://www.aruodas.lt/butai-silaleje-zemaites-g-2-ieju-kambariu-butas-zemaites-g-1-2760037/
Vilniaus r. sav.,1972,32,36000,,https://www.aruodas.lt/butai-vilniaus-rajone-nemencines-m-lauko-g-parduodamas-vieno-kambario-butas-nemencines-1-2743767/
Šalčininkų r. sav.,1962,"46,79",20000,,https://www.aruodas.lt/butai-salcininkuose-pabares-k-ipolito-jundzilo-g-parduodamas-3-ju-kambariu-butas-namas-1-2789907/
Panevėžys,1988,37,12000,"31,45",https://www.aruodas.lt/butai-panevezyje-zemaiciuose-aukstaiciu-g-1-2774761/
Kaunas,1992,"49,03",48500,"37,26",https://www.aruodas.lt/butai-kaune-eiguliuose-siaures-pr-bankroto-administratorius-uab-lideres-1-2789995/
Trakų r. sav.,1977,57,45000,,https://www.aruodas.lt/butai-trakuose-lentvario-m-vytauto-g-parduodamas-tvarkingas-triju-kambariu-butas-1-2761783/
Vilnius,1940,31,60000,,https://www.aruodas.lt/butai-vilniuje-snipiskese-silutes-g-parduodamas-vieno-kambario-butukas-snipiskese-1-2754419/
Vilnius,2001,"50,29",118000,,https://www.aruodas.lt/butai-vilniuje-zveryne-elniu-g-parduodamas-jaukus-erdvus-sviesus-butas-1-2774659/
Ignalinos r. sav.,1984,"121,23",11900,,https://www.aruodas.lt/butai-ignalinoje-linkmenu-k-liepu-g-parduodamas-unikalus-4-kambariu-butas-ant-1-2528001/
Vilnius,2007,"64,24",89500,"24,41",https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-perkunkiemio-g-jeigu-ieskote-erdvaus-jaukaus-skoningai-1-2774609/
Kelmės m.,1964,"48,17",30000,,https://www.aruodas.lt/butai-kelmeje-vytauto-didziojo-g-reikalingas-remontas-yra-irengtas-atskiras-1-2730729/
Trakų r. sav.,1977,41,33500,,https://www.aruodas.lt/butai-trakuose-lentvario-m-ezero-g-parduodame-2-kambariu-buta-geras-1-2774601/
Klaipėda,1964,55,68500,,https://www.aruodas.lt/butai-klaipedoje-sportininkuose-svyturio-g-parduodamas-naujai-kokybiskai-suremontuotas-3-1-2789761/
Tauragės m.,1991,"51,04",35800,,https://www.aruodas.lt/butai-taurageje-misko-g-1-2751571/
Marijampolės m.,1978,"78,02",45000,,https://www.aruodas.lt/butai-marijampoleje-kvietiskyje-p-armino-g-parduodamas-tvarkingas-4-kambariu-butas-1-2725925/
Rokiškio r. sav.,1990,"49,56",5500,,https://www.aruodas.lt/butai-rokiskyje-juodupes-mstl-liepu-g-1-2742591/
Neringos m.,2004,"34,79",138000,,https://www.aruodas.lt/butai-neringoje-g-d-kuverto-g-parduodama-poilsio-paskirties-patalpa-pilnai-1-2759587/
Vilnius,2004,"91,84",120000,,https://www.aruodas.lt/butai-vilniuje-pilaiteje-giluzio-g-aukstos-kokybes-muriniame-name-parduodamas-1-2789587/
